CAD_U|CASLU|E3467|AIQ|20140623000622|E-19B||MTC|//6/23/2014 12:06:21 AM
CAD_U|CAFKU|D4340|AIQ|20140424074806|FKU-1A|||//6/23/2014 1:27:40 AM
CAD_U|CAFKU|D4340|AIQ|20140424074806|FKU-1A|||//6/23/2014 1:27:40 AM
CAD_U|CAFKU|D4341|AIQ|20140524143147|FKU-1A|||//6/23/2014 1:27:41 AM
CAD_U|CAFKU|D4341|AIQ|20140524143147|FKU-1A|||//6/23/2014 1:27:41 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//6/23/2014 1:27:42 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//6/23/2014 1:27:42 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//6/23/2014 1:27:42 AM
CAD_U|CAFKU|E4353|AIQ|20140512071130|FKU-2|||//6/23/2014 1:27:43 AM
CAD_U|CAFKU|E4353|AIQ|20140512071130|FKU-2|||//6/23/2014 1:27:43 AM
CAD_U|CAFKU|E4353|AIQ|20140512071130|FKU-2|||//6/23/2014 1:27:43 AM
CAD_U|CABEU|E4666|AIQ|20140612105938|BEU-30|||//6/23/2014 1:27:44 AM
CAD_U|CABEU|E4666|AIQ|20140612105938|BEU-30|||//6/23/2014 1:27:44 AM
CAD_U|CABEU|E4666|AIQ|20140612105938|BEU-30|||//6/23/2014 1:27:44 AM
CAD_U|CABEU|E4669|AIQ|20140617181054|BEU-30|||//6/23/2014 1:27:45 AM
CAD_U|CABEU|E4669|AIQ|20140617181054|BEU-30|||//6/23/2014 1:27:45 AM
CAD_U|CABEU|E4673|AIQ|20140620134459|BEU-30|||//6/23/2014 1:27:47 AM
CAD_U|CABEU|E4673|AIQ|20140620134459|BEU-30|||//6/23/2014 1:27:47 AM
CAD_U|CABEU|E4673|AIQ|20140620134459|BEU-30|||//6/23/2014 1:27:47 AM
CAD_U|CABEU|E4674|AIQ|20140519101550|BEU-35|||//6/23/2014 1:27:48 AM
CAD_U|CABEU|E4674|AIQ|20140519101550|BEU-35|||//6/23/2014 1:27:48 AM
CAD_U|CABEU|E4675|AIQ|20140518085412|BEU-30|||//6/23/2014 1:27:49 AM
CAD_U|CABEU|E4675|AIQ|20140518085412|BEU-30|||//6/23/2014 1:27:49 AM
CAD_U|CABEU|E4675|AIQ|20140518085412|BEU-30|||//6/23/2014 1:27:49 AM
CAD_U|CABEU|E4676|AIQ|20140508202901|BEU-30|||//6/23/2014 1:27:50 AM
CAD_U|CABEU|E4676|AIQ|20140508202901|BEU-30|||//6/23/2014 1:27:50 AM
CAD_U|CABEU|E4676|AIQ|20140508202901|BEU-30|||//6/23/2014 1:27:50 AM
CAD_U|CABEU|E4677|AIQ|20140415102351|BEU-30|||//6/23/2014 1:27:51 AM
CAD_U|CABEU|E4677|AIQ|20140415102351|BEU-30|||//6/23/2014 1:27:51 AM
CAD_U|CABEU|E4677|AIQ|20140415102351|BEU-30|||//6/23/2014 1:27:51 AM
CAD_U|CABEU|E4681|AIQ|20140512075831|BEU-30|||//6/23/2014 1:27:52 AM
CAD_U|CABEU|E4681|AIQ|20140512075831|BEU-30|||//6/23/2014 1:27:52 AM
CAD_U|CABEU|E4681|AIQ|20140512075831|BEU-30|||//6/23/2014 1:27:52 AM
CAD_U|CABEU|E4684|AIQ|20140617181045|BEU-35|||//6/23/2014 1:27:53 AM
CAD_U|CABEU|E4684|AIQ|20140617181045|BEU-35|||//6/23/2014 1:27:53 AM
CAD_U|CABEU|E4685|AIQ|20140605061458|BEU-30|||//6/23/2014 1:27:54 AM
CAD_U|CABEU|E4685|AIQ|20140605061458|BEU-30|||//6/23/2014 1:27:54 AM
CAD_U|CABEU|E4685|AIQ|20140605061458|BEU-30|||//6/23/2014 1:27:55 AM
CAD_U|CABEU|E4686|AIQ|20140617174003|BEU-30|||//6/23/2014 1:27:56 AM
CAD_U|CABEU|E4686|AIQ|20140617174003|BEU-30|||//6/23/2014 1:27:56 AM
CAD_U|CABEU|E4686|AIQ|20140617174003|BEU-30|||//6/23/2014 1:27:56 AM
CAD_U|CABEU|E4691|AIQ|20140513064108|BEU-30|||//6/23/2014 1:27:57 AM
CAD_U|CABEU|E4691|AIQ|20140513064108|BEU-30|||//6/23/2014 1:27:57 AM
CAD_U|CABEU|E4691|AIQ|20140513064108|BEU-30|||//6/23/2014 1:27:57 AM
CAD_U|CABEU|E4693|AIQ|20140617172542|BEU-30|||//6/23/2014 1:27:58 AM
CAD_U|CABEU|E4693|AIQ|20140617172542|BEU-30|||//6/23/2014 1:27:58 AM
CAD_U|CABEU|E4693|AIQ|20140617172542|BEU-30|||//6/23/2014 1:27:58 AM
CAD_U|CABEU|E4694|AIQ|20140620093201|BEU-30|||//6/23/2014 1:27:59 AM
CAD_U|CABEU|E4694|AIQ|20140620093201|BEU-30|||//6/23/2014 1:27:59 AM
CAD_U|CABEU|E4694|AIQ|20140620093201|BEU-30|||//6/23/2014 1:27:59 AM
CAD_U|CABEU|E4699|AIQ|20140610221021|BEU-30|||//6/23/2014 1:28:00 AM
CAD_U|CABEU|E4699|AIQ|20140610221021|BEU-30|||//6/23/2014 1:28:00 AM
CAD_U|CABEU|E4699|AIQ|20140610221021|BEU-30|||//6/23/2014 1:28:00 AM
CAD_U|CABEU|GAB2|AIQ|20140619073510|BEU-30|||//6/23/2014 1:28:01 AM
CAD_U|CABEU|GAB2|AIQ|20140619073510|BEU-30|||//6/23/2014 1:28:01 AM
CAD_U|CABEU|GAB2|AIQ|20140619073510|BEU-30|||//6/23/2014 1:28:01 AM
CAD_U|CABEU|GAB3|AIQ|20140617072152|BEU-30|||//6/23/2014 1:28:02 AM
CAD_U|CABEU|GAB3|AIQ|20140617072152|BEU-30|||//6/23/2014 1:28:02 AM
CAD_U|CABEU|GAB3|AIQ|20140617072152|BEU-30|||//6/23/2014 1:28:02 AM
CAD_U|CABEU|HLT406|AIQ|20140511072331|BEU-30|||//6/23/2014 1:28:04 AM
CAD_U|CABEU|HLT406|AIQ|20140511072331|BEU-30|||//6/23/2014 1:28:04 AM
CAD_U|CABEU|HLT406|AIQ|20140511072331|BEU-30|||//6/23/2014 1:28:04 AM
CAD_U|CACDF|T80|AIQ|20140528130946|HAAB|||//6/23/2014 1:28:05 AM
CAD_U|CACDF|T80|AIQ|20140528130946|HAAB|||//6/23/2014 1:28:05 AM
CAD_U|CACDF|T80|AIQ|20140528130946|HAAB|||//6/23/2014 1:28:05 AM
CAD_U|CACDF|T81|AIQ|20140528130949|HAAB|||//6/23/2014 1:28:06 AM
CAD_U|CACDF|T81|AIQ|20140528130949|HAAB|||//6/23/2014 1:28:06 AM
CAD_U|CACDF|T81|AIQ|20140528130949|HAAB|||//6/23/2014 1:28:06 AM
CAD_U|CAFKU|E4354|AIQ|20140330102106|FKU-1A|||//6/23/2014 1:28:07 AM
CAD_U|CAFKU|E4354|AIQ|20140330102106|FKU-1A|||//6/23/2014 1:28:07 AM
CAD_U|CAFKU|E4361|AIQ|20140407064119|FKU-1A|||//6/23/2014 1:28:08 AM
CAD_U|CAFKU|E4361|AIQ|20140407064119|FKU-1A|||//6/23/2014 1:28:08 AM
CAD_U|CAFKU|E4361|AIQ|20140407064119|FKU-1A|||//6/23/2014 1:28:08 AM
CAD_U|CAFKU|E4362|AIQ|20140321125125|FKU-2|||//6/23/2014 1:28:09 AM
CAD_U|CAFKU|E4362|AIQ|20140321125125|FKU-2|||//6/23/2014 1:28:09 AM
CAD_U|CAFKU|E4362|AIQ|20140321125125|FKU-2|||//6/23/2014 1:28:09 AM
CAD_U|CAFKU|E4363|AIQ|20140417161233|FKU-2|||//6/23/2014 1:28:11 AM
CAD_U|CAFKU|E4363|AIQ|20140417161233|FKU-2|||//6/23/2014 1:28:11 AM
CAD_U|CAFKU|E4363|AIQ|20140417161233|FKU-2|||//6/23/2014 1:28:11 AM
CAD_U|CAFKU|E4364|AIQ|20140512071100|FKU-1A|||//6/23/2014 1:28:12 AM
CAD_U|CAFKU|E4364|AIQ|20140512071100|FKU-1A|||//6/23/2014 1:28:12 AM
CAD_U|CAFKU|E4368|AIQ|20140512071138|FKU-2|||//6/23/2014 1:28:13 AM
CAD_U|CAFKU|E4368|AIQ|20140512071138|FKU-2|||//6/23/2014 1:28:13 AM
CAD_U|CAFKU|E4368|AIQ|20140512071138|FKU-2|||//6/23/2014 1:28:13 AM
CAD_U|CAFKU|E4370|AIQ|20140622213207|FKU-1A|||//6/23/2014 1:28:14 AM
CAD_U|CAFKU|E4370|AIQ|20140622213207|FKU-1A|||//6/23/2014 1:28:14 AM
CAD_U|CAFKU|E4370|AIQ|20140622213207|FKU-1A|||//6/23/2014 1:28:14 AM
CAD_U|CAFKU|E4371|AIQ|20140303133829|FKU-2|||//6/23/2014 1:28:15 AM
CAD_U|CAFKU|E4371|AIQ|20140303133829|FKU-2|||//6/23/2014 1:28:15 AM
CAD_U|CAFKU|E4371|AIQ|20140303133829|FKU-2|||//6/23/2014 1:28:15 AM
CAD_U|CAFKU|E4373|AIQ|20140407064153|FKU-2|||//6/23/2014 1:28:17 AM
CAD_U|CAFKU|E4373|AIQ|20140407064153|FKU-2|||//6/23/2014 1:28:17 AM
CAD_U|CAFKU|E4373|AIQ|20140407064153|FKU-2|||//6/23/2014 1:28:17 AM
CAD_U|CAFKU|E4382|AIQ|20140512071139|FKU-2|||//6/23/2014 1:28:18 AM
CAD_U|CAFKU|E4382|AIQ|20140512071139|FKU-2|||//6/23/2014 1:28:18 AM
CAD_U|CAFKU|E4382|AIQ|20140512071139|FKU-2|||//6/23/2014 1:28:18 AM
CAD_U|CAFKU|E4383|AIQ|20140504084757|FKU-1A|||//6/23/2014 1:28:19 AM
CAD_U|CAFKU|E4383|AIQ|20140504084757|FKU-1A|||//6/23/2014 1:28:19 AM
CAD_U|CAFKU|E4383|AIQ|20140504084757|FKU-1A|||//6/23/2014 1:28:19 AM
CAD_U|CAFKU|MIR1|AIQ|20140622082613|FKU-2|||//6/23/2014 1:28:20 AM
CAD_U|CAFKU|MIR1|AIQ|20140622082613|FKU-2|||//6/23/2014 1:28:20 AM
CAD_U|CAFKU|MIR1|AIQ|20140622082613|FKU-2|||//6/23/2014 1:28:20 AM
CAD_U|CAFKU|MIR2|AIQ|20140622161637|FKU-2|||//6/23/2014 1:28:21 AM
CAD_U|CAFKU|MIR2|AIQ|20140622161637|FKU-2|||//6/23/2014 1:28:21 AM
CAD_U|CAFKU|MIR2|AIQ|20140622161637|FKU-2|||//6/23/2014 1:28:21 AM
CAD_U|CAFKU|MIR3|AIQ|20140614233949|FKU-1A|||//6/23/2014 1:28:22 AM
CAD_U|CAFKU|MIR3|AIQ|20140614233949|FKU-1A|||//6/23/2014 1:28:22 AM
CAD_U|CAFKU|MIR3|AIQ|20140614233949|FKU-1A|||//6/23/2014 1:28:22 AM
CAD_U|CAFKU|E4383|AIQ|20140504084757|FKU-1A|||//6/23/2014 2:02:52 AM
CAD_U|CAFKU|E4383|AIQ|20140504084757|FKU-1A|||//6/23/2014 2:02:52 AM
CAD_U|CAFKU|E4383|AIQ|20140504084757|FKU-1A|||//6/23/2014 2:02:52 AM
CAD_U|CAFKU|D4340|AIQ|20140424074806|FKU-1A|||//6/23/2014 3:06:47 AM
CAD_U|CAFKU|D4340|AIQ|20140424074806|FKU-1A|||//6/23/2014 3:06:47 AM
CAD_U|CAFKU|D4340|AIQ|20140424074806|FKU-1A|||//6/23/2014 3:06:47 AM
CAD_U|CAFKU|D4341|AIQ|20140524143147|FKU-1A|||//6/23/2014 3:06:48 AM
CAD_U|CAFKU|D4341|AIQ|20140524143147|FKU-1A|||//6/23/2014 3:06:48 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//6/23/2014 3:06:49 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//6/23/2014 3:06:49 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//6/23/2014 3:06:49 AM
CAD_U|CAFKU|E4353|AIQ|20140512071130|FKU-2|||//6/23/2014 3:06:50 AM
CAD_U|CAFKU|E4353|AIQ|20140512071130|FKU-2|||//6/23/2014 3:06:50 AM
CAD_U|CAFKU|E4353|AIQ|20140512071130|FKU-2|||//6/23/2014 3:06:50 AM
CAD_U|CACDF|C406|AIQ|20140531113743|BVHB|||//6/23/2014 3:06:52 AM
CAD_U|CACDF|C406|AIQ|20140531113743|BVHB|||//6/23/2014 3:06:52 AM
CAD_U|CACDF|C406|AIQ|20140531113743|BVHB|||//6/23/2014 3:06:52 AM
CAD_U|CABEU|D4641|AIQ|20140531080222|BEU-30|||//6/23/2014 3:06:53 AM
CAD_U|CABEU|D4641|AIQ|20140531080222|BEU-30|||//6/23/2014 3:06:53 AM
CAD_U|CABEU|D4641|AIQ|20140531080222|BEU-30|||//6/23/2014 3:06:53 AM
CAD_U|CABEU|D4643|AIQ|20140530074336|BEU-30|||//6/23/2014 3:06:54 AM
CAD_U|CABEU|D4643|AIQ|20140530074336|BEU-30|||//6/23/2014 3:06:54 AM
CAD_U|CABEU|D4643|AIQ|20140530074336|BEU-30|||//6/23/2014 3:06:54 AM
CAD_U|CABEU|E4661|AIQ|20140605061926|BEU-30|||//6/23/2014 3:06:55 AM
CAD_U|CABEU|E4661|AIQ|20140605061926|BEU-30|||//6/23/2014 3:06:55 AM
CAD_U|CABEU|E4661|AIQ|20140605061926|BEU-30|||//6/23/2014 3:06:55 AM
CAD_U|CABEU|E4663|AIQ|20140528095347|BEU-30|||//6/23/2014 3:06:56 AM
CAD_U|CABEU|E4663|AIQ|20140528095347|BEU-30|||//6/23/2014 3:06:56 AM
CAD_U|CABEU|E4663|AIQ|20140528095347|BEU-30|||//6/23/2014 3:06:56 AM
CAD_U|CABEU|E4664|AIQ|20140621084832|BEU-31|||//6/23/2014 3:06:57 AM
CAD_U|CABEU|E4664|AIQ|20140621084832|BEU-31|||//6/23/2014 3:06:57 AM
CAD_U|CABEU|E4664|AIQ|20140621084832|BEU-31|||//6/23/2014 3:06:57 AM
CAD_U|CABEU|E4665|AIQ|20140617181113|BEU-30|||//6/23/2014 3:06:58 AM
CAD_U|CABEU|E4665|AIQ|20140617181113|BEU-30|||//6/23/2014 3:06:58 AM
CAD_U|CABEU|E4665|AIQ|20140617181113|BEU-30|||//6/23/2014 3:06:58 AM
CAD_U|CABEU|E4666|AIQ|20140612105938|BEU-30|||//6/23/2014 3:07:00 AM
CAD_U|CABEU|E4666|AIQ|20140612105938|BEU-30|||//6/23/2014 3:07:00 AM
CAD_U|CABEU|E4666|AIQ|20140612105938|BEU-30|||//6/23/2014 3:07:00 AM
CAD_U|CABEU|E4669|AIQ|20140617181054|BEU-30|||//6/23/2014 3:07:01 AM
CAD_U|CABEU|E4669|AIQ|20140617181054|BEU-30|||//6/23/2014 3:07:01 AM
CAD_U|CABEU|E4673|AIQ|20140620134459|BEU-30|||//6/23/2014 3:07:02 AM
CAD_U|CABEU|E4673|AIQ|20140620134459|BEU-30|||//6/23/2014 3:07:02 AM
CAD_U|CABEU|E4673|AIQ|20140620134459|BEU-30|||//6/23/2014 3:07:03 AM
CAD_U|CABEU|E4674|AIQ|20140519101550|BEU-35|||//6/23/2014 3:07:04 AM
CAD_U|CABEU|E4674|AIQ|20140519101550|BEU-35|||//6/23/2014 3:07:04 AM
CAD_U|CABEU|E4675|AIQ|20140518085412|BEU-30|||//6/23/2014 3:07:05 AM
CAD_U|CABEU|E4675|AIQ|20140518085412|BEU-30|||//6/23/2014 3:07:05 AM
CAD_U|CABEU|E4675|AIQ|20140518085412|BEU-30|||//6/23/2014 3:07:05 AM
CAD_U|CABEU|E4676|AIQ|20140508202901|BEU-30|||//6/23/2014 3:07:06 AM
CAD_U|CABEU|E4676|AIQ|20140508202901|BEU-30|||//6/23/2014 3:07:06 AM
CAD_U|CABEU|E4676|AIQ|20140508202901|BEU-30|||//6/23/2014 3:07:06 AM
CAD_U|CABEU|E4677|AIQ|20140415102351|BEU-30|||//6/23/2014 3:07:07 AM
CAD_U|CABEU|E4677|AIQ|20140415102351|BEU-30|||//6/23/2014 3:07:07 AM
CAD_U|CABEU|E4677|AIQ|20140415102351|BEU-30|||//6/23/2014 3:07:07 AM
CAD_U|CABEU|E4681|AIQ|20140512075831|BEU-30|||//6/23/2014 3:07:08 AM
CAD_U|CABEU|E4681|AIQ|20140512075831|BEU-30|||//6/23/2014 3:07:08 AM
CAD_U|CABEU|E4681|AIQ|20140512075831|BEU-30|||//6/23/2014 3:07:08 AM
CAD_U|CABEU|E4684|AIQ|20140617181045|BEU-35|||//6/23/2014 3:07:10 AM
CAD_U|CABEU|E4684|AIQ|20140617181045|BEU-35|||//6/23/2014 3:07:10 AM
CAD_U|CABEU|E4685|AIQ|20140605061458|BEU-30|||//6/23/2014 3:07:11 AM
CAD_U|CABEU|E4685|AIQ|20140605061458|BEU-30|||//6/23/2014 3:07:11 AM
CAD_U|CABEU|E4685|AIQ|20140605061458|BEU-30|||//6/23/2014 3:07:11 AM
CAD_U|CABEU|E4686|AIQ|20140617174003|BEU-30|||//6/23/2014 3:07:12 AM
CAD_U|CABEU|E4686|AIQ|20140617174003|BEU-30|||//6/23/2014 3:07:12 AM
CAD_U|CABEU|E4686|AIQ|20140617174003|BEU-30|||//6/23/2014 3:07:12 AM
CAD_U|CABEU|E4691|AIQ|20140513064108|BEU-30|||//6/23/2014 3:07:13 AM
CAD_U|CABEU|E4691|AIQ|20140513064108|BEU-30|||//6/23/2014 3:07:13 AM
CAD_U|CABEU|E4691|AIQ|20140513064108|BEU-30|||//6/23/2014 3:07:13 AM
CAD_U|CABEU|E4693|AIQ|20140617172542|BEU-30|||//6/23/2014 3:07:14 AM
CAD_U|CABEU|E4693|AIQ|20140617172542|BEU-30|||//6/23/2014 3:07:15 AM
CAD_U|CABEU|E4693|AIQ|20140617172542|BEU-30|||//6/23/2014 3:07:15 AM
CAD_U|CABEU|E4694|AIQ|20140620093201|BEU-30|||//6/23/2014 3:07:16 AM
CAD_U|CABEU|E4694|AIQ|20140620093201|BEU-30|||//6/23/2014 3:07:16 AM
CAD_U|CABEU|E4694|AIQ|20140620093201|BEU-30|||//6/23/2014 3:07:16 AM
CAD_U|CABEU|E4699|AIQ|20140610221021|BEU-30|||//6/23/2014 3:07:17 AM
CAD_U|CABEU|E4699|AIQ|20140610221021|BEU-30|||//6/23/2014 3:07:17 AM
CAD_U|CABEU|E4699|AIQ|20140610221021|BEU-30|||//6/23/2014 3:07:17 AM
CAD_U|CABEU|GAB2|AIQ|20140619073510|BEU-30|||//6/23/2014 3:07:18 AM
CAD_U|CABEU|GAB2|AIQ|20140619073510|BEU-30|||//6/23/2014 3:07:18 AM
CAD_U|CABEU|GAB2|AIQ|20140619073510|BEU-30|||//6/23/2014 3:07:18 AM
CAD_U|CABEU|GAB3|AIQ|20140617072152|BEU-30|||//6/23/2014 3:07:19 AM
CAD_U|CABEU|GAB3|AIQ|20140617072152|BEU-30|||//6/23/2014 3:07:19 AM
CAD_U|CABEU|GAB3|AIQ|20140617072152|BEU-30|||//6/23/2014 3:07:19 AM
CAD_U|CABEU|HLT406|AIQ|20140511072331|BEU-30|||//6/23/2014 3:07:21 AM
CAD_U|CABEU|HLT406|AIQ|20140511072331|BEU-30|||//6/23/2014 3:07:21 AM
CAD_U|CABEU|HLT406|AIQ|20140511072331|BEU-30|||//6/23/2014 3:07:21 AM
CAD_U|CACDF|T80|AIQ|20140528130946|HAAB|||//6/23/2014 3:07:22 AM
CAD_U|CACDF|T80|AIQ|20140528130946|HAAB|||//6/23/2014 3:07:22 AM
CAD_U|CACDF|T80|AIQ|20140528130946|HAAB|||//6/23/2014 3:07:22 AM
CAD_U|CACDF|T81|AIQ|20140528130949|HAAB|||//6/23/2014 3:07:23 AM
CAD_U|CACDF|T81|AIQ|20140528130949|HAAB|||//6/23/2014 3:07:23 AM
CAD_U|CACDF|T81|AIQ|20140528130949|HAAB|||//6/23/2014 3:07:23 AM
CAD_U|CAFKU|E4354|AIQ|20140330102106|FKU-1A|||//6/23/2014 3:07:24 AM
CAD_U|CAFKU|E4354|AIQ|20140330102106|FKU-1A|||//6/23/2014 3:07:24 AM
CAD_U|CAFKU|E4361|AIQ|20140407064119|FKU-1A|||//6/23/2014 3:07:25 AM
CAD_U|CAFKU|E4361|AIQ|20140407064119|FKU-1A|||//6/23/2014 3:07:26 AM
CAD_U|CAFKU|E4361|AIQ|20140407064119|FKU-1A|||//6/23/2014 3:07:26 AM
CAD_U|CAFKU|E4362|AIQ|20140321125125|FKU-2|||//6/23/2014 3:07:27 AM
CAD_U|CAFKU|E4362|AIQ|20140321125125|FKU-2|||//6/23/2014 3:07:27 AM
CAD_U|CAFKU|E4362|AIQ|20140321125125|FKU-2|||//6/23/2014 3:07:27 AM
CAD_U|CAFKU|E4363|AIQ|20140417161233|FKU-2|||//6/23/2014 3:07:28 AM
CAD_U|CAFKU|E4363|AIQ|20140417161233|FKU-2|||//6/23/2014 3:07:28 AM
CAD_U|CAFKU|E4363|AIQ|20140417161233|FKU-2|||//6/23/2014 3:07:28 AM
CAD_U|CAFKU|E4364|AIQ|20140512071100|FKU-1A|||//6/23/2014 3:07:29 AM
CAD_U|CAFKU|E4364|AIQ|20140512071100|FKU-1A|||//6/23/2014 3:07:29 AM
CAD_U|CAFKU|E4368|AIQ|20140512071138|FKU-2|||//6/23/2014 3:07:30 AM
CAD_U|CAFKU|E4368|AIQ|20140512071138|FKU-2|||//6/23/2014 3:07:30 AM
CAD_U|CAFKU|E4368|AIQ|20140512071138|FKU-2|||//6/23/2014 3:07:30 AM
CAD_U|CAFKU|E4370|AIQ|20140622213207|FKU-1A|||//6/23/2014 3:07:31 AM
CAD_U|CAFKU|E4370|AIQ|20140622213207|FKU-1A|||//6/23/2014 3:07:31 AM
CAD_U|CAFKU|E4370|AIQ|20140622213207|FKU-1A|||//6/23/2014 3:07:32 AM
CAD_U|CAFKU|E4371|AIQ|20140303133829|FKU-2|||//6/23/2014 3:07:33 AM
CAD_U|CAFKU|E4371|AIQ|20140303133829|FKU-2|||//6/23/2014 3:07:33 AM
CAD_U|CAFKU|E4371|AIQ|20140303133829|FKU-2|||//6/23/2014 3:07:33 AM
CAD_U|CAFKU|E4373|AIQ|20140407064153|FKU-2|||//6/23/2014 3:07:34 AM
CAD_U|CAFKU|E4373|AIQ|20140407064153|FKU-2|||//6/23/2014 3:07:34 AM
CAD_U|CAFKU|E4373|AIQ|20140407064153|FKU-2|||//6/23/2014 3:07:34 AM
CAD_U|CAFKU|E4382|AIQ|20140512071139|FKU-2|||//6/23/2014 3:07:35 AM
CAD_U|CAFKU|E4382|AIQ|20140512071139|FKU-2|||//6/23/2014 3:07:35 AM
CAD_U|CAFKU|E4382|AIQ|20140512071139|FKU-2|||//6/23/2014 3:07:35 AM
CAD_U|CAFKU|E4383|AIQ|20140504084757|FKU-1A|||//6/23/2014 3:07:36 AM
CAD_U|CAFKU|E4383|AIQ|20140504084757|FKU-1A|||//6/23/2014 3:07:36 AM
CAD_U|CAFKU|E4383|AIQ|20140504084757|FKU-1A|||//6/23/2014 3:07:36 AM
CAD_U|CAFKU|MIR1|AIQ|20140622082613|FKU-2|||//6/23/2014 3:07:37 AM
CAD_U|CAFKU|MIR1|AIQ|20140622082613|FKU-2|||//6/23/2014 3:07:37 AM
CAD_U|CAFKU|MIR1|AIQ|20140622082613|FKU-2|||//6/23/2014 3:07:37 AM
CAD_U|CAFKU|MIR2|AIQ|20140622161637|FKU-2|||//6/23/2014 3:07:38 AM
CAD_U|CAFKU|MIR2|AIQ|20140622161637|FKU-2|||//6/23/2014 3:07:38 AM
CAD_U|CAFKU|MIR2|AIQ|20140622161637|FKU-2|||//6/23/2014 3:07:38 AM
CAD_U|CAFKU|MIR3|AIQ|20140614233949|FKU-1A|||//6/23/2014 3:07:39 AM
CAD_U|CAFKU|MIR3|AIQ|20140614233949|FKU-1A|||//6/23/2014 3:07:40 AM
CAD_U|CAFKU|MIR3|AIQ|20140614233949|FKU-1A|||//6/23/2014 3:07:40 AM
CAD_E|CAPSM14007719//6/23/2014 3:15:02 AM
CAD_E|CAPSM14007719//6/23/2014 3:15:17 AM
CAD_U|CACDF|C406|AIQ|20140531113743|BVHB|||//6/23/2014 4:47:13 AM
CAD_U|CACDF|C406|AIQ|20140531113743|BVHB|||//6/23/2014 4:47:13 AM
CAD_U|CACDF|C406|AIQ|20140531113743|BVHB|||//6/23/2014 4:47:13 AM
