CAD_E|CASLU12007366//8/10/2012 12:01:22 AM
CAD_U|CASLC|E33|AIQ|20120810000123|H-6A|||//8/10/2012 12:01:22 AM
CAD_U|CAFKU|MIR1|AIQ|20120521091529|FKU-2|||//8/10/2012 12:17:17 AM
CAD_U|CAFKU|MIR1|AIQ|20120521091529|FKU-2|||//8/10/2012 12:17:17 AM
CAD_U|CAFKU|MIR1|AIQ|20120521091529|FKU-2|||//8/10/2012 12:17:17 AM
CAD_U|CAFKU|MIR2|AIQ|20120521091620|FKU-2|||//8/10/2012 12:17:18 AM
CAD_U|CAFKU|MIR2|AIQ|20120521091620|FKU-2|||//8/10/2012 12:17:18 AM
CAD_U|CAFKU|MIR2|AIQ|20120521091620|FKU-2|||//8/10/2012 12:17:18 AM
CAD_U|CAFKU|MIR3|AIQ|20120401081552|FKU-1A|||//8/10/2012 12:17:19 AM
CAD_U|CAFKU|MIR3|AIQ|20120401081552|FKU-1A|||//8/10/2012 12:17:19 AM
CAD_U|CAFKU|MIR3|AIQ|20120401081552|FKU-1A|||//8/10/2012 12:17:19 AM
CAD_U|CAFKU|MIR4|AIQ|20120521100646|FKU-2|||//8/10/2012 12:17:20 AM
CAD_U|CAFKU|MIR4|AIQ|20120521100646|FKU-2|||//8/10/2012 12:17:20 AM
CAD_U|CAFKU|MIR4|AIQ|20120521100646|FKU-2|||//8/10/2012 12:17:20 AM
CAD_U|CACDF|C406|AIQ|20120704103916|BVHB|||//8/10/2012 12:18:14 AM
CAD_U|CACDF|C406|AIQ|20120704103916|BVHB|||//8/10/2012 12:18:14 AM
CAD_U|CACDF|C406|AIQ|20120704103916|BVHB|||//8/10/2012 12:18:14 AM
CAD_U|CABEU|D4643|AIQ|20120201075123|BEU-30|||//8/10/2012 12:18:16 AM
CAD_U|CABEU|D4643|AIQ|20120201075123|BEU-30|||//8/10/2012 12:18:16 AM
CAD_U|CABEU|D4643|AIQ|20120201075123|BEU-30|||//8/10/2012 12:18:16 AM
CAD_U|CABEU|D4645|AIQ|20120704103921|BEU-30|||//8/10/2012 12:18:17 AM
CAD_U|CABEU|D4645|AIQ|20120704103921|BEU-30|||//8/10/2012 12:18:17 AM
CAD_U|CABEU|D4645|AIQ|20120704103921|BEU-30|||//8/10/2012 12:18:17 AM
CAD_U|CABEU|E4673|AIQ|20120417151332|BEU-30|||//8/10/2012 12:18:18 AM
CAD_U|CABEU|E4673|AIQ|20120417151332|BEU-30|||//8/10/2012 12:18:18 AM
CAD_U|CABEU|E4673|AIQ|20120417151332|BEU-30|||//8/10/2012 12:18:18 AM
CAD_U|CABEU|E4675|AIQ|20120417153551|BEU-30|||//8/10/2012 12:18:19 AM
CAD_U|CABEU|E4675|AIQ|20120417153551|BEU-30|||//8/10/2012 12:18:19 AM
CAD_U|CABEU|E4675|AIQ|20120417153551|BEU-30|||//8/10/2012 12:18:19 AM
CAD_U|CABEU|E4676|AIQ|20120419110153|BEU-30|||//8/10/2012 12:18:20 AM
CAD_U|CABEU|E4676|AIQ|20120419110153|BEU-30|||//8/10/2012 12:18:20 AM
CAD_U|CABEU|E4676|AIQ|20120419110153|BEU-30|||//8/10/2012 12:18:20 AM
CAD_U|CABEU|E4677|AIQ|20120516170920|BEU-30|||//8/10/2012 12:18:21 AM
CAD_U|CABEU|E4677|AIQ|20120516170920|BEU-30|||//8/10/2012 12:18:21 AM
CAD_U|CABEU|E4677|AIQ|20120516170920|BEU-30|||//8/10/2012 12:18:21 AM
CAD_U|CABEU|E4691|AIQ|20120419110158|BEU-30|||//8/10/2012 12:18:22 AM
CAD_U|CABEU|E4691|AIQ|20120419110158|BEU-30|||//8/10/2012 12:18:22 AM
CAD_U|CABEU|E4691|AIQ|20120419110158|BEU-30|||//8/10/2012 12:18:22 AM
CAD_U|CABEU|E4693|AIQ|20120419110159|BEU-30|||//8/10/2012 12:18:23 AM
CAD_U|CABEU|E4693|AIQ|20120419110159|BEU-30|||//8/10/2012 12:18:23 AM
CAD_U|CABEU|E4693|AIQ|20120419110159|BEU-30|||//8/10/2012 12:18:23 AM
CAD_U|CABEU|E4694|AIQ|20120621215402|BEU-30|||//8/10/2012 12:18:24 AM
CAD_U|CABEU|E4694|AIQ|20120621215402|BEU-30|||//8/10/2012 12:18:24 AM
CAD_U|CABEU|GAB2|AIQ|20120402073807|BEU-30|||//8/10/2012 12:18:26 AM
CAD_U|CABEU|GAB2|AIQ|20120402073807|BEU-30|||//8/10/2012 12:18:26 AM
CAD_U|CABEU|GAB2|AIQ|20120402073807|BEU-30|||//8/10/2012 12:18:26 AM
CAD_U|CABEU|GAB3|AIQ|20120704104307|BEU-30|||//8/10/2012 12:18:27 AM
CAD_U|CABEU|GAB3|AIQ|20120704104307|BEU-30|||//8/10/2012 12:18:27 AM
CAD_U|CABEU|GAB3|AIQ|20120704104307|BEU-30|||//8/10/2012 12:18:27 AM
CAD_U|CABEU|GAB4|AIQ|20120402073948|BEU-30|||//8/10/2012 12:18:28 AM
CAD_U|CABEU|GAB4|AIQ|20120402073948|BEU-30|||//8/10/2012 12:18:28 AM
CAD_U|CABEU|GAB4|AIQ|20120402073948|BEU-30|||//8/10/2012 12:18:28 AM
CAD_U|CABEU|GAB6|AIQ|20120402074118|BEU-30|||//8/10/2012 12:18:29 AM
CAD_U|CABEU|GAB6|AIQ|20120402074118|BEU-30|||//8/10/2012 12:18:29 AM
CAD_U|CABEU|GAB6|AIQ|20120402074118|BEU-30|||//8/10/2012 12:18:29 AM
CAD_U|CACDF|T80|AIQ|20120704103913|HAAB|||//8/10/2012 12:18:30 AM
CAD_U|CACDF|T80|AIQ|20120704103913|HAAB|||//8/10/2012 12:18:30 AM
CAD_U|CACDF|T80|AIQ|20120704103913|HAAB|||//8/10/2012 12:18:30 AM
CAD_U|CACDF|T81|AIQ|20120704103755|HAAB|||//8/10/2012 12:18:31 AM
CAD_U|CACDF|T81|AIQ|20120704103755|HAAB|||//8/10/2012 12:18:31 AM
CAD_U|CACDF|T81|AIQ|20120704103755|HAAB|||//8/10/2012 12:18:31 AM
CAD_U|CAFKU|E4373|AIQ|20120619182528|FKU-2|||//8/10/2012 12:25:51 AM
CAD_U|CAFKU|E4373|AIQ|20120619182528|FKU-2|||//8/10/2012 12:25:51 AM
CAD_U|CAFKU|E4373|AIQ|20120619182528|FKU-2|||//8/10/2012 12:25:51 AM
CAD_U|CASLC|E21|AIQ|20120808152658|A-22A|||//8/10/2012 12:32:29 AM
CAD_U|CACDF|C406|AIQ|20120808101250|BVHB|||//8/10/2012 12:38:08 AM
CAD_U|CACDF|C406|AIQ|20120808101250|BVHB|||//8/10/2012 12:38:08 AM
CAD_U|CACDF|C406|AIQ|20120808101250|BVHB|||//8/10/2012 12:38:08 AM
CAD_U|CABEU|D4641|AIQ|20120707074711|BEU-30|||//8/10/2012 12:38:09 AM
CAD_U|CABEU|D4641|AIQ|20120707074711|BEU-30|||//8/10/2012 12:38:09 AM
CAD_U|CABEU|D4641|AIQ|20120707074711|BEU-30|||//8/10/2012 12:38:09 AM
CAD_U|CABEU|D4643|AIQ|20120523121341|BEU-30|||//8/10/2012 12:38:10 AM
CAD_U|CABEU|D4643|AIQ|20120523121341|BEU-30|||//8/10/2012 12:38:10 AM
CAD_U|CABEU|D4643|AIQ|20120523121341|BEU-30|||//8/10/2012 12:38:10 AM
CAD_U|CAFKU|D4340|AIQ|20120717150542|FKU-1A|||//8/10/2012 12:38:11 AM
CAD_U|CAFKU|D4340|AIQ|20120717150542|FKU-1A|||//8/10/2012 12:38:11 AM
CAD_U|CAFKU|D4340|AIQ|20120717150542|FKU-1A|||//8/10/2012 12:38:11 AM
CAD_U|CAFKU|D4341|AIQ|20120802181959|FKU-1A|||//8/10/2012 12:38:12 AM
CAD_U|CAFKU|D4341|AIQ|20120802181959|FKU-1A|||//8/10/2012 12:38:12 AM
CAD_U|CABEU|D4645|AIQ|20120622080934|BEU-30|||//8/10/2012 12:38:13 AM
CAD_U|CABEU|D4645|AIQ|20120622080934|BEU-30|||//8/10/2012 12:38:13 AM
CAD_U|CABEU|D4645|AIQ|20120622080934|BEU-30|||//8/10/2012 12:38:13 AM
CAD_U|CABEU|E4661|AIQ|20120722122605|BEU-30|||//8/10/2012 12:38:14 AM
CAD_U|CABEU|E4661|AIQ|20120722122605|BEU-30|||//8/10/2012 12:38:14 AM
CAD_U|CABEU|E4661|AIQ|20120722122605|BEU-30|||//8/10/2012 12:38:14 AM
CAD_U|CABEU|E4663|AIQ|20120726144812|BEU-30|||//8/10/2012 12:38:16 AM
CAD_U|CABEU|E4663|AIQ|20120726144812|BEU-30|||//8/10/2012 12:38:16 AM
CAD_U|CABEU|E4663|AIQ|20120726144812|BEU-30|||//8/10/2012 12:38:16 AM
CAD_U|CABEU|E4664|AIQ|20120804132832|BEU-31|||//8/10/2012 12:38:17 AM
CAD_U|CABEU|E4664|AIQ|20120804132832|BEU-31|||//8/10/2012 12:38:17 AM
CAD_U|CABEU|E4664|AIQ|20120804132832|BEU-31|||//8/10/2012 12:38:17 AM
CAD_U|CABEU|E4665|AIQ|20120625074648|BEU-30|||//8/10/2012 12:38:18 AM
CAD_U|CABEU|E4665|AIQ|20120625074648|BEU-30|||//8/10/2012 12:38:18 AM
CAD_U|CABEU|E4665|AIQ|20120625074648|BEU-30|||//8/10/2012 12:38:18 AM
CAD_U|CABEU|E4666|AIQ|20120722090900|BEU-30|||//8/10/2012 12:38:19 AM
CAD_U|CABEU|E4666|AIQ|20120722090900|BEU-30|||//8/10/2012 12:38:19 AM
CAD_U|CABEU|E4666|AIQ|20120722090900|BEU-30|||//8/10/2012 12:38:19 AM
CAD_U|CABEU|E4673|AIQ|20120612162851|BEU-30|||//8/10/2012 12:38:20 AM
CAD_U|CABEU|E4673|AIQ|20120612162851|BEU-30|||//8/10/2012 12:38:20 AM
CAD_U|CABEU|E4673|AIQ|20120612162851|BEU-30|||//8/10/2012 12:38:20 AM
CAD_U|CABEU|E4674|AIQ|20120731072338|BEU-30|||//8/10/2012 12:38:21 AM
CAD_U|CABEU|E4674|AIQ|20120731072338|BEU-30|||//8/10/2012 12:38:21 AM
CAD_U|CABEU|E4675|AIQ|20120620133506|BEU-30|||//8/10/2012 12:38:22 AM
CAD_U|CABEU|E4675|AIQ|20120620133506|BEU-30|||//8/10/2012 12:38:22 AM
CAD_U|CABEU|E4675|AIQ|20120620133506|BEU-30|||//8/10/2012 12:38:22 AM
CAD_U|CABEU|E4676|AIQ|20120620074201|BEU-30|||//8/10/2012 12:38:23 AM
CAD_U|CABEU|E4676|AIQ|20120620074201|BEU-30|||//8/10/2012 12:38:23 AM
CAD_U|CABEU|E4676|AIQ|20120620074201|BEU-30|||//8/10/2012 12:38:23 AM
CAD_U|CABEU|E4677|AIQ|20120626062126|BEU-30|||//8/10/2012 12:38:25 AM
CAD_U|CABEU|E4677|AIQ|20120626062126|BEU-30|||//8/10/2012 12:38:25 AM
CAD_U|CABEU|E4677|AIQ|20120626062126|BEU-30|||//8/10/2012 12:38:25 AM
CAD_U|CABEU|E4679|AIQ|20120726074705|BEU-30|||//8/10/2012 12:38:26 AM
CAD_U|CABEU|E4679|AIQ|20120726074705|BEU-30|||//8/10/2012 12:38:26 AM
CAD_U|CABEU|E4679|AIQ|20120726074705|BEU-30|||//8/10/2012 12:38:26 AM
CAD_U|CABEU|E4681|AIQ|20120722082017|BEU-30|||//8/10/2012 12:38:27 AM
CAD_U|CABEU|E4681|AIQ|20120722082017|BEU-30|||//8/10/2012 12:38:27 AM
CAD_U|CABEU|E4681|AIQ|20120722082017|BEU-30|||//8/10/2012 12:38:27 AM
CAD_U|CABEU|E4685|AIQ|20120718210344|BEU-30|||//8/10/2012 12:38:28 AM
CAD_U|CABEU|E4685|AIQ|20120718210344|BEU-30|||//8/10/2012 12:38:28 AM
CAD_U|CABEU|E4685|AIQ|20120718210344|BEU-30|||//8/10/2012 12:38:28 AM
CAD_U|CABEU|E4686|AIQ|20120805175815|BEU-30|||//8/10/2012 12:38:29 AM
CAD_U|CABEU|E4686|AIQ|20120805175815|BEU-30|||//8/10/2012 12:38:29 AM
CAD_U|CABEU|E4686|AIQ|20120805175815|BEU-30|||//8/10/2012 12:38:29 AM
CAD_U|CABEU|E4691|AIQ|20120625025300|BEU-30|||//8/10/2012 12:38:30 AM
CAD_U|CABEU|E4691|AIQ|20120625025300|BEU-30|||//8/10/2012 12:38:30 AM
CAD_U|CABEU|E4691|AIQ|20120625025300|BEU-30|||//8/10/2012 12:38:30 AM
CAD_U|CABEU|E4699|AIQ|20120803195002|BEU-30|||//8/10/2012 12:38:31 AM
CAD_U|CABEU|E4699|AIQ|20120803195002|BEU-30|||//8/10/2012 12:38:31 AM
CAD_U|CABEU|GAB4|AIQ|20120802080001|BEU-30|||//8/10/2012 12:38:32 AM
CAD_U|CABEU|GAB4|AIQ|20120802080001|BEU-30|||//8/10/2012 12:38:32 AM
CAD_U|CABEU|GAB4|AIQ|20120802080001|BEU-30|||//8/10/2012 12:38:32 AM
CAD_U|CABEU|GAB6|AIQ|20120804074155|BEU-30|||//8/10/2012 12:38:33 AM
CAD_U|CABEU|GAB6|AIQ|20120804074155|BEU-30|||//8/10/2012 12:38:33 AM
CAD_U|CABEU|GAB6|AIQ|20120804074155|BEU-30|||//8/10/2012 12:38:33 AM
CAD_U|CABEU|HLT406|AIQ|20120705074748|BEU-30|||//8/10/2012 12:38:35 AM
CAD_U|CABEU|HLT406|AIQ|20120705074748|BEU-30|||//8/10/2012 12:38:35 AM
CAD_U|CABEU|HLT406|AIQ|20120705074748|BEU-30|||//8/10/2012 12:38:35 AM
CAD_U|CACDF|T80|AIQ|20120806200528|HAAB|||//8/10/2012 12:38:36 AM
CAD_U|CACDF|T80|AIQ|20120806200528|HAAB|||//8/10/2012 12:38:36 AM
CAD_U|CACDF|T80|AIQ|20120806200528|HAAB|||//8/10/2012 12:38:36 AM
CAD_U|CAFKU|E4352|AIQ|20120808174151|FKU-2|||//8/10/2012 12:38:37 AM
CAD_U|CAFKU|E4352|AIQ|20120808174151|FKU-2|||//8/10/2012 12:38:37 AM
CAD_U|CAFKU|E4352|AIQ|20120808174151|FKU-2|||//8/10/2012 12:38:37 AM
CAD_U|CAFKU|E4353|AIQ|20120709141220|FKU-2|||//8/10/2012 12:38:38 AM
CAD_U|CAFKU|E4353|AIQ|20120709141220|FKU-2|||//8/10/2012 12:38:38 AM
CAD_U|CAFKU|E4353|AIQ|20120709141220|FKU-2|||//8/10/2012 12:38:38 AM
CAD_U|CAFKU|E4354|AIQ|20120625072444|FKU-1A|||//8/10/2012 12:38:39 AM
CAD_U|CAFKU|E4354|AIQ|20120625072444|FKU-1A|||//8/10/2012 12:38:39 AM
CAD_U|CAFKU|E4361|AIQ|20120709141224|FKU-1A|||//8/10/2012 12:38:40 AM
CAD_U|CAFKU|E4361|AIQ|20120709141224|FKU-1A|||//8/10/2012 12:38:40 AM
CAD_U|CAFKU|E4361|AIQ|20120709141224|FKU-1A|||//8/10/2012 12:38:40 AM
CAD_U|CAFKU|E4362|AIQ|20120619182609|FKU-2|||//8/10/2012 12:38:41 AM
CAD_U|CAFKU|E4362|AIQ|20120619182609|FKU-2|||//8/10/2012 12:38:41 AM
CAD_U|CAFKU|E4362|AIQ|20120619182609|FKU-2|||//8/10/2012 12:38:41 AM
CAD_U|CAFKU|E4363|AIQ|20120711140556|FKU-2|||//8/10/2012 12:38:42 AM
CAD_U|CAFKU|E4363|AIQ|20120711140556|FKU-2|||//8/10/2012 12:38:42 AM
CAD_U|CAFKU|E4363|AIQ|20120711140556|FKU-2|||//8/10/2012 12:38:42 AM
CAD_U|CAFKU|E4364|AIQ|20120721203715|FKU-1A|||//8/10/2012 12:38:43 AM
CAD_U|CAFKU|E4364|AIQ|20120721203715|FKU-1A|||//8/10/2012 12:38:43 AM
CAD_U|CAFKU|E4364|AIQ|20120721203715|FKU-1A|||//8/10/2012 12:38:43 AM
CAD_U|CAFKU|E4368|AIQ|20120614195538|FKU-2|||//8/10/2012 12:38:45 AM
CAD_U|CAFKU|E4368|AIQ|20120614195538|FKU-2|||//8/10/2012 12:38:45 AM
CAD_U|CAFKU|E4368|AIQ|20120614195538|FKU-2|||//8/10/2012 12:38:45 AM
CAD_U|CAFKU|E4370|AIQ|20120801164140|FKU-1A|||//8/10/2012 12:38:46 AM
CAD_U|CAFKU|E4370|AIQ|20120801164140|FKU-1A|||//8/10/2012 12:38:46 AM
CAD_U|CAFKU|E4370|AIQ|20120801164140|FKU-1A|||//8/10/2012 12:38:46 AM
CAD_U|CAFKU|E4373|AIQ|20120619182528|FKU-2|||//8/10/2012 12:38:47 AM
CAD_U|CAFKU|E4373|AIQ|20120619182528|FKU-2|||//8/10/2012 12:38:47 AM
CAD_U|CAFKU|E4373|AIQ|20120619182528|FKU-2|||//8/10/2012 12:38:47 AM
CAD_U|CAFKU|E4382|AIQ|20120723175509|FKU-2|||//8/10/2012 12:38:48 AM
CAD_U|CAFKU|E4382|AIQ|20120723175509|FKU-2|||//8/10/2012 12:38:48 AM
CAD_U|CAFKU|E4382|AIQ|20120723175509|FKU-2|||//8/10/2012 12:38:48 AM
CAD_U|CAFKU|E4383|AIQ|20120729001739|FKU-1A|||//8/10/2012 12:38:49 AM
CAD_U|CAFKU|E4383|AIQ|20120729001739|FKU-1A|||//8/10/2012 12:38:49 AM
CAD_U|CAFKU|E4383|AIQ|20120729001739|FKU-1A|||//8/10/2012 12:38:49 AM
CAD_U|CAFKU|E4391|AIQ|20120620161906|FKU-2|||//8/10/2012 12:38:50 AM
CAD_U|CAFKU|E4391|AIQ|20120620161906|FKU-2|||//8/10/2012 12:38:50 AM
CAD_U|CAFKU|E4391|AIQ|20120620161906|FKU-2|||//8/10/2012 12:38:50 AM
CAD_U|CAFKU|MIR1|AIQ|20120708233233|FKU-2|||//8/10/2012 12:38:51 AM
CAD_U|CAFKU|MIR1|AIQ|20120708233233|FKU-2|||//8/10/2012 12:38:51 AM
CAD_U|CAFKU|MIR1|AIQ|20120708233233|FKU-2|||//8/10/2012 12:38:51 AM
CAD_U|CAFKU|MIR4|AIQ|20120731130433|FKU-2|||//8/10/2012 12:38:52 AM
CAD_U|CAFKU|MIR4|AIQ|20120731130433|FKU-2|||//8/10/2012 12:38:52 AM
CAD_U|CAFKU|MIR4|AIQ|20120731130433|FKU-2|||//8/10/2012 12:38:52 AM
CAD_U|CAFKU|E4373|AIQ|20120619182528|FKU-2|||//8/10/2012 12:42:19 AM
CAD_U|CAFKU|E4373|AIQ|20120619182528|FKU-2|||//8/10/2012 12:42:19 AM
CAD_U|CAFKU|E4373|AIQ|20120619182528|FKU-2|||//8/10/2012 12:42:19 AM
CAD_U|CASLU|ST9347L|AIQ|20120810004846|A-36|||//8/10/2012 12:48:45 AM
CAD_E|CASLU12007349|CABDU2012009069|BDU COVER - AUGUST|20120804224746|OOU|OTH, OUT OF UNIT|-117.285556|34.159167|SEE INCIDENT LOCATION DESCRIPTION||||||||B3416,T3438,E3466,E3467,E3468,E3472,E3477,ST9340C,CAM23,CAM22,ST9397G,ST9347L,D3441|Command:BDU LOCAL 1        01;Pri Tactical:VFIRE 23           01;Alt Tactical: ;Air-to-Ground: ;//8/10/2012 12:49:12 AM
CAD_U|CASLU|ST9347L|DSP|20120810004912|A-36|12007349|OOU|CABDU2012009069//8/10/2012 12:49:12 AM
CAD_U|CASLU|D3441|DSP|20120810004912|R-8B|12007349|OOU|CABDU2012009069//8/10/2012 12:49:12 AM
CAD_U|CASLU|ST9347L|DSP|20120810004912|A-36|12007349|OOU|CABDU2012009069//8/10/2012 12:49:12 AM
CAD_U|CASLU|D3441|DSP|20120810004912|R-8B|12007349|OOU|CABDU2012009069//8/10/2012 12:49:12 AM
CAD_E|CASLU12007349|CABDU2012009069|BDU COVER - AUGUST|20120804224746|OOU|OTH, OUT OF UNIT|-117.285556|34.159167|SEE INCIDENT LOCATION DESCRIPTION||||||||B3416,T3438,E3466,E3467,E3468,E3472,E3477,ST9340C,CAM23,CAM22,ST9397G,ST9347L,D3441|Command:BDU LOCAL 1        01;Pri Tactical:VFIRE 23           01;Alt Tactical: ;Air-to-Ground: ;//8/10/2012 12:49:12 AM
CAD_U|CASLU|D3441|ENR|20120810004919|R-8B|12007349|OOU|CABDU2012009069//8/10/2012 12:49:18 AM
CAD_U|CASLU|ST9347L|ENR|20120810004919|A-36|12007349|OOU|CABDU2012009069//8/10/2012 12:49:18 AM
CAD_U|CASLU|D3441|ENR|20120810004919|R-8B|12007349|OOU|CABDU2012009069//8/10/2012 12:49:19 AM
CAD_U|CASLU|ST9347L|ENR|20120810004919|A-36|12007349|OOU|CABDU2012009069//8/10/2012 12:49:19 AM
CAD_U|CASLU|CAM22|ONS|20120810004954|VNT|12007349|OOU|CABDU2012009069//8/10/2012 12:49:54 AM
CAD_U|CASLU|CAM23|ONS|20120810004954|VNT|12007349|OOU|CABDU2012009069//8/10/2012 12:49:54 AM
CAD_E|CASLU12007349|CABDU2012009069|BDU COVER - AUGUST|20120804224746|OOU|OTH, OUT OF UNIT|-117.285556|34.159167|SEE INCIDENT LOCATION DESCRIPTION||||||||B3416,T3438,E3466,E3467,E3468,E3472,E3477,ST9340C,CAM23,CAM22,ST9397G|Command:BDU LOCAL 1        01;Pri Tactical:VFIRE 23           01;Alt Tactical: ;Air-to-Ground: ;//8/10/2012 12:50:29 AM
CAD_U|CASLU|D3441|AIQ|20120810005029|R-8B|||//8/10/2012 12:50:29 AM
CAD_U|CASLU|ST9347L|AIQ|20120810005029|A-36|||//8/10/2012 12:50:29 AM
CAD_E|CASLU12007351|CAMVU2012008547|CHIHUAHUA 2|20120809131053|FWL|FIRE, WILDLAND|-116.747222|33.371667|SEE INCIDENT LOCATION DESCRIPTION||||||||T74,ST9347L,D3441|Command:CMD 2              01;Pri Tactical:TAC 5              01;Alt Tactical: ;Air-to-Ground:CDF A-T-G          01;//8/10/2012 12:50:59 AM
CAD_U|CASLU|ST9347L|DSP|20120810005100|A-36|12007351|FWL|CAMVU2012008547//8/10/2012 12:50:59 AM
CAD_U|CASLU|D3441|DSP|20120810005100|R-8B|12007351|FWL|CAMVU2012008547//8/10/2012 12:50:59 AM
CAD_U|CASLU|ST9347L|DSP|20120810005100|A-36|12007351|FWL|CAMVU2012008547//8/10/2012 12:50:59 AM
CAD_U|CASLU|D3441|DSP|20120810005100|R-8B|12007351|FWL|CAMVU2012008547//8/10/2012 12:51:00 AM
CAD_E|CASLU12007351|CAMVU2012008547|CHIHUAHUA 2|20120809131053|FWL|FIRE, WILDLAND|-116.747222|33.371667|SEE INCIDENT LOCATION DESCRIPTION||||||||T74,ST9347L,D3441|Command:CMD 2              01;Pri Tactical:TAC 5              01;Alt Tactical: ;Air-to-Ground:CDF A-T-G          01;//8/10/2012 12:51:00 AM
CAD_U|CASLU|D3441|ENR|20120810005105|R-8B|12007351|FWL|CAMVU2012008547//8/10/2012 12:51:04 AM
CAD_U|CASLU|ST9347L|ENR|20120810005105|A-36|12007351|FWL|CAMVU2012008547//8/10/2012 12:51:04 AM
CAD_U|CASLU|D3441|ENR|20120810005105|R-8B|12007351|FWL|CAMVU2012008547//8/10/2012 12:51:05 AM
CAD_U|CASLU|ST9347L|ENR|20120810005105|A-36|12007351|FWL|CAMVU2012008547//8/10/2012 12:51:05 AM
CAD_U|CASLU|ST9347L|ENR|20120810005105|A-36|12007351|FWL|CAMVU2012008547//8/10/2012 12:51:30 AM
CAD_U|CACDF|C406|AIQ|20120704103916|BVHB|||//8/10/2012 1:07:02 AM
