CAD_E|CASLC13002311|CASLU2013002031|EMS3CDF/|20130318231438|MED|MEDICAL AID CODE 3|-120.718896|35.193995|62 @ 1551 SPARROW ST ||6399 BLK VERDUGO RANCH WAY|6299 BLK KESTREL LN|633_B_5/633_B_5|||||Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/19/2013 12:00:55 AM
CAD_E|CASLC13002311|CASLU2013002031|EMS3CDF/|20130318231438|MED|MEDICAL AID CODE 3|-120.718896|35.193995|62 @ 1551 SPARROW ST ||6399 BLK VERDUGO RANCH WAY|6299 BLK KESTREL LN|633_B_5/633_B_5|||||Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/19/2013 12:00:55 AM
CAD_U|CASLC|BS62|AIQ|20130319000055|A-24C|||//3/19/2013 12:00:55 AM
CAD_U|CABEU|E4666|AIQ|20130316103553|BEU-30|||//3/19/2013 12:21:02 AM
CAD_U|CABEU|E4666|AIQ|20130316103553|BEU-30|||//3/19/2013 12:21:02 AM
CAD_U|CABEU|E4666|AIQ|20130316103553|BEU-30|||//3/19/2013 12:21:02 AM
CAD_U|CABEU|E4673|AIQ|20130318101305|BEU-30|||//3/19/2013 12:21:03 AM
CAD_U|CABEU|E4673|AIQ|20130318101305|BEU-30|||//3/19/2013 12:21:03 AM
CAD_U|CABEU|E4673|AIQ|20130318101305|BEU-30|||//3/19/2013 12:21:03 AM
CAD_U|CABEU|E4674|AIQ|20130316103555|BEU-30|||//3/19/2013 12:21:04 AM
CAD_U|CABEU|E4674|AIQ|20130316103555|BEU-30|||//3/19/2013 12:21:04 AM
CAD_U|CABEU|E4675|AIQ|20130316103556|BEU-30|||//3/19/2013 12:21:05 AM
CAD_U|CABEU|E4675|AIQ|20130316103556|BEU-30|||//3/19/2013 12:21:05 AM
CAD_U|CABEU|E4675|AIQ|20130316103556|BEU-30|||//3/19/2013 12:21:05 AM
CAD_U|CABEU|E4676|AIQ|20130316103557|BEU-30|||//3/19/2013 12:21:06 AM
CAD_U|CABEU|E4676|AIQ|20130316103557|BEU-30|||//3/19/2013 12:21:06 AM
CAD_U|CABEU|E4676|AIQ|20130316103557|BEU-30|||//3/19/2013 12:21:06 AM
CAD_U|CABEU|E4677|AIQ|20130316103559|BEU-30|||//3/19/2013 12:21:07 AM
CAD_U|CABEU|E4677|AIQ|20130316103559|BEU-30|||//3/19/2013 12:21:07 AM
CAD_U|CABEU|E4677|AIQ|20130316103559|BEU-30|||//3/19/2013 12:21:07 AM
CAD_U|CABEU|E4679|AIQ|20130318101028|BEU-30|||//3/19/2013 12:21:08 AM
CAD_U|CABEU|E4679|AIQ|20130318101028|BEU-30|||//3/19/2013 12:21:08 AM
CAD_U|CABEU|E4679|AIQ|20130318101028|BEU-30|||//3/19/2013 12:21:08 AM
CAD_U|CABEU|E4681|AIQ|20130316103600|BEU-30|||//3/19/2013 12:21:09 AM
CAD_U|CABEU|E4681|AIQ|20130316103600|BEU-30|||//3/19/2013 12:21:09 AM
CAD_U|CABEU|E4681|AIQ|20130316103600|BEU-30|||//3/19/2013 12:21:09 AM
CAD_U|CABEU|E4684|REQ|20130317134036|BEU-35|13000036|FWLH|CASLU2013000028//3/19/2013 12:21:09 AM
CAD_U|CABEU|E4684|REQ|20130317134036|BEU-35|13000036|FWLH|CASLU2013000028//3/19/2013 12:21:09 AM
CAD_U|CABEU|E4686|AIQ|20130318101258|BEU-30|||//3/19/2013 12:21:10 AM
CAD_U|CABEU|E4686|AIQ|20130318101258|BEU-30|||//3/19/2013 12:21:10 AM
CAD_U|CABEU|E4686|AIQ|20130318101258|BEU-30|||//3/19/2013 12:21:10 AM
CAD_U|CABEU|E4691|AIQ|20130316103602|BEU-30|||//3/19/2013 12:21:12 AM
CAD_U|CABEU|E4691|AIQ|20130316103602|BEU-30|||//3/19/2013 12:21:12 AM
CAD_U|CABEU|E4691|AIQ|20130316103602|BEU-30|||//3/19/2013 12:21:12 AM
CAD_U|CABEU|E4693|AIQ|20130316103604|BEU-30|||//3/19/2013 12:21:13 AM
CAD_U|CABEU|E4693|AIQ|20130316103604|BEU-30|||//3/19/2013 12:21:13 AM
CAD_U|CABEU|E4693|AIQ|20130316103604|BEU-30|||//3/19/2013 12:21:13 AM
CAD_U|CABEU|E4694|REQ|20130317134036|BEU-30|13000036|FWLH|CASLU2013000028//3/19/2013 12:21:13 AM
CAD_U|CABEU|E4694|REQ|20130317134036|BEU-30|13000036|FWLH|CASLU2013000028//3/19/2013 12:21:13 AM
CAD_U|CABEU|GAB1|AIQ|20130318101213|BEU-30|||//3/19/2013 12:21:14 AM
CAD_U|CABEU|GAB1|AIQ|20130318101213|BEU-30|||//3/19/2013 12:21:14 AM
CAD_U|CABEU|GAB1|AIQ|20130318101213|BEU-30|||//3/19/2013 12:21:14 AM
CAD_U|CABEU|GAB2|AIQ|20130318101215|BEU-30|||//3/19/2013 12:21:15 AM
CAD_U|CABEU|GAB2|AIQ|20130318101215|BEU-30|||//3/19/2013 12:21:15 AM
CAD_U|CABEU|GAB2|AIQ|20130318101215|BEU-30|||//3/19/2013 12:21:15 AM
CAD_U|CABEU|GAB3|AIQ|20130316103609|BEU-30|||//3/19/2013 12:21:16 AM
CAD_U|CABEU|GAB3|AIQ|20130316103609|BEU-30|||//3/19/2013 12:21:16 AM
CAD_U|CABEU|GAB3|AIQ|20130316103609|BEU-30|||//3/19/2013 12:21:16 AM
CAD_U|CABEU|GAB4|AIQ|20130316103610|BEU-30|||//3/19/2013 12:21:17 AM
CAD_U|CABEU|GAB4|AIQ|20130316103610|BEU-30|||//3/19/2013 12:21:17 AM
CAD_U|CABEU|GAB4|AIQ|20130316103610|BEU-30|||//3/19/2013 12:21:17 AM
CAD_U|CABEU|GAB5|AIQ|20130316103611|BEU-30|||//3/19/2013 12:21:18 AM
CAD_U|CABEU|GAB5|AIQ|20130316103611|BEU-30|||//3/19/2013 12:21:18 AM
CAD_U|CABEU|GAB5|AIQ|20130316103611|BEU-30|||//3/19/2013 12:21:18 AM
CAD_U|CABEU|GAB6|AIQ|20130316103612|BEU-30|||//3/19/2013 12:21:19 AM
CAD_U|CABEU|GAB6|AIQ|20130316103612|BEU-30|||//3/19/2013 12:21:19 AM
CAD_U|CABEU|GAB6|AIQ|20130316103612|BEU-30|||//3/19/2013 12:21:19 AM
CAD_U|CACDF|T80|AIQ|20130318101200|HAAB|||//3/19/2013 12:21:21 AM
CAD_U|CACDF|T80|AIQ|20130318101200|HAAB|||//3/19/2013 12:21:21 AM
CAD_U|CACDF|T81|AIQ|20130318101203|HAAB|||//3/19/2013 12:21:22 AM
CAD_U|CACDF|T81|AIQ|20130318101203|HAAB|||//3/19/2013 12:21:22 AM
CAD_U|CAFKU|E4352|AIQ|20120206112455|FKU-2|||//3/19/2013 12:21:23 AM
CAD_U|CAFKU|E4352|AIQ|20120206112455|FKU-2|||//3/19/2013 12:21:23 AM
CAD_U|CAFKU|E4352|AIQ|20120206112455|FKU-2|||//3/19/2013 12:21:23 AM
CAD_U|CAFKU|E4353|AIQ|20120410105545|FKU-2|||//3/19/2013 12:21:24 AM
CAD_U|CAFKU|E4353|AIQ|20120410105545|FKU-2|||//3/19/2013 12:21:24 AM
CAD_U|CAFKU|E4353|AIQ|20120410105545|FKU-2|||//3/19/2013 12:21:24 AM
CAD_U|CAFKU|E4354|AIQ|20130204144344|FKU-1A|||//3/19/2013 12:21:25 AM
CAD_U|CAFKU|E4354|AIQ|20130204144344|FKU-1A|||//3/19/2013 12:21:25 AM
CAD_U|CAFKU|E4354|AIQ|20130204144344|FKU-1A|||//3/19/2013 12:21:25 AM
CAD_U|CAFKU|E4361|AIQ|20130316184150|FKU-1A|||//3/19/2013 12:21:26 AM
CAD_U|CAFKU|E4361|AIQ|20130316184150|FKU-1A|||//3/19/2013 12:21:26 AM
CAD_U|CAFKU|E4361|AIQ|20130316184150|FKU-1A|||//3/19/2013 12:21:26 AM
CAD_U|CAFKU|E4362|AIQ|20130316184128|FKU-2|||//3/19/2013 12:21:27 AM
CAD_U|CAFKU|E4362|AIQ|20130316184128|FKU-2|||//3/19/2013 12:21:27 AM
CAD_U|CAFKU|E4362|AIQ|20130316184128|FKU-2|||//3/19/2013 12:21:27 AM
CAD_U|CAFKU|E4363|AIQ|20130316184143|FKU-2|||//3/19/2013 12:21:28 AM
CAD_U|CAFKU|E4363|AIQ|20130316184143|FKU-2|||//3/19/2013 12:21:28 AM
CAD_U|CAFKU|E4363|AIQ|20130316184143|FKU-2|||//3/19/2013 12:21:28 AM
CAD_U|CAFKU|E4364|AIQ|20130316184146|FKU-1A|||//3/19/2013 12:21:29 AM
CAD_U|CAFKU|E4364|AIQ|20130316184146|FKU-1A|||//3/19/2013 12:21:29 AM
CAD_U|CAFKU|E4368|AIQ|20130316184125|FKU-2|||//3/19/2013 12:21:30 AM
CAD_U|CAFKU|E4368|AIQ|20130316184125|FKU-2|||//3/19/2013 12:21:30 AM
CAD_U|CAFKU|E4368|AIQ|20130316184125|FKU-2|||//3/19/2013 12:21:31 AM
CAD_U|CAFKU|E4371|AIQ|20130316202501|FKU-2|||//3/19/2013 12:21:32 AM
CAD_U|CAFKU|E4371|AIQ|20130316202501|FKU-2|||//3/19/2013 12:21:32 AM
CAD_U|CAFKU|E4371|AIQ|20130316202501|FKU-2|||//3/19/2013 12:21:32 AM
CAD_U|CAFKU|E4373|AIQ|20130316184138|FKU-2|||//3/19/2013 12:21:33 AM
CAD_U|CAFKU|E4373|AIQ|20130316184138|FKU-2|||//3/19/2013 12:21:33 AM
CAD_U|CAFKU|E4373|AIQ|20130316184138|FKU-2|||//3/19/2013 12:21:33 AM
CAD_U|CAFKU|E4382|AIQ|20130218195355|FKU-2|||//3/19/2013 12:21:34 AM
CAD_U|CAFKU|E4382|AIQ|20130218195355|FKU-2|||//3/19/2013 12:21:34 AM
CAD_U|CAFKU|E4382|AIQ|20130218195355|FKU-2|||//3/19/2013 12:21:34 AM
CAD_U|CAFKU|E4383|AIQ|20130316184135|FKU-1A|||//3/19/2013 12:21:35 AM
CAD_U|CAFKU|E4383|AIQ|20130316184135|FKU-1A|||//3/19/2013 12:21:35 AM
CAD_U|CAFKU|E4383|AIQ|20130316184135|FKU-1A|||//3/19/2013 12:21:35 AM
CAD_U|CAFKU|E4391|AIQ|20130316184216|FKU-2|||//3/19/2013 12:21:36 AM
CAD_U|CAFKU|E4391|AIQ|20130316184216|FKU-2|||//3/19/2013 12:21:36 AM
CAD_U|CAFKU|E4391|AIQ|20130316184216|FKU-2|||//3/19/2013 12:21:36 AM
CAD_U|CAFKU|MIR1|AIQ|20120521091529|FKU-2|||//3/19/2013 12:21:37 AM
CAD_U|CAFKU|MIR1|AIQ|20120521091529|FKU-2|||//3/19/2013 12:21:37 AM
CAD_U|CAFKU|MIR1|AIQ|20120521091529|FKU-2|||//3/19/2013 12:21:37 AM
CAD_U|CAFKU|MIR2|AIQ|20120521091620|FKU-2|||//3/19/2013 12:21:38 AM
CAD_U|CAFKU|MIR2|AIQ|20120521091620|FKU-2|||//3/19/2013 12:21:38 AM
CAD_U|CAFKU|MIR2|AIQ|20120521091620|FKU-2|||//3/19/2013 12:21:38 AM
CAD_U|CAFKU|MIR4|AIQ|20120521100646|FKU-2|||//3/19/2013 12:21:39 AM
CAD_U|CAFKU|MIR4|AIQ|20120521100646|FKU-2|||//3/19/2013 12:21:39 AM
CAD_U|CAFKU|MIR4|AIQ|20120521100646|FKU-2|||//3/19/2013 12:21:39 AM
CAD_E|CASLU13000040|CASLU||20130319003325|FWLH|FIRE, WILDLAND HIGH|-120.442968|35.186268|316 HI MOUNTAIN RD / 100 COUGAR CANYON WAY |SLO_CO|||696|||||Command:LOCAL;Pri Tactical:TAC2;Alt Tactical: ;Air-to-Ground:TAC2;//3/19/2013 12:33:25 AM
CAD_E|CASLU13000040|CASLU|COUGAR - AGUILAR|20130319003325|FWLH|FIRE, WILDLAND HIGH|-120.442968|35.186268|316 HI MOUNTAIN RD / 100 COUGAR CANYON WAY |SLO_CO|||696|||||Command:LOCAL;Pri Tactical:TAC2;Alt Tactical: ;Air-to-Ground:TAC2;//3/19/2013 12:33:34 AM
CAD_E|CASLU13000040|CASLU|COUGAR - AGUILAR|20130319003325|FWLH|FIRE, WILDLAND HIGH|-120.442968|35.186268|316 HI MOUNTAIN RD / 100 COUGAR CANYON WAY |SLO_CO|||696|||||Command:LOCAL;Pri Tactical:TAC2;Alt Tactical: ;Air-to-Ground:TAC2;//3/19/2013 12:33:51 AM
CAD_E|CASLU13000040|CASLU|COUGAR - AGUILAR|20130319003325|FWLH|FIRE, WILDLAND HIGH|-120.442968|35.186268|316 HI MOUNTAIN RD / 100 COUGAR CANYON WAY |SLO_CO|||696|||||Command:LOCAL;Pri Tactical:TAC2;Alt Tactical: ;Air-to-Ground:TAC2;//3/19/2013 12:33:57 AM
CAD_E|CASLU13000040|CASLU|COUGAR - AGUILAR|20130319003325|FWLH|FIRE, WILDLAND HIGH|-120.442968|35.186268|316 HI MOUNTAIN RD / 100 COUGAR CANYON WAY |SLO_CO|||696|||||Command:LOCAL;Pri Tactical:TAC2;Alt Tactical: ;Air-to-Ground:TAC2;//3/19/2013 12:34:47 AM
CAD_E|CASLU13000040|CASLU2013000031|COUGAR - AGUILAR|20130319003325|FWLH|FIRE, WILDLAND HIGH|-120.442968|35.186268|316 HI MOUNTAIN RD / 100 COUGAR CANYON WAY |SLO_CO|||696||||B3411,AA340,T74,T75,T80,C527,E21,E64,E3470,E3484,E3467,E3469,E3465,CUE1,CUE2,CUE4,D3440,DLPF,WT21,DUTY,FINV,PHOTO,BLPF,ELPF-PZ,ELPF-PC|Command:LOCAL;Pri Tactical:TAC2;Alt Tactical: ;Air-to-Ground:TAC2;//3/19/2013 12:34:48 AM
CAD_E|CASLU13000040|CASLU2013000031|COUGAR - AGUILAR|20130319003325|FWLH|FIRE, WILDLAND HIGH|-120.442968|35.186268|316 HI MOUNTAIN RD / 100 COUGAR CANYON WAY |SLO_CO|||696||||B3411,AA340,T74,T75,T80,C527,E21,E64,E3470,E3484,E3467,E3469,E3465,CUE1,CUE2,CUE4,D3440,DLPF,WT21,DUTY,FINV,PHOTO,BLPF,ELPF-PZ,ELPF-PC|Command:LOCAL;Pri Tactical:TAC2;Alt Tactical: ;Air-to-Ground:TAC2;//3/19/2013 12:34:48 AM
CAD_U|CASLU|B3411|DSP|20130319003447|A-36I|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CACDF|AA340|DSP|20130319003447|R-8A|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CACDF|T74|DSP|20130319003447|R-8A|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CACDF|T75|DSP|20130319003447|R-8A|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CACDF|T80|REQ|20130319003447|HAAB|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CALPF|C527|DSP|20130319003447|E-3A|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CASLC|E21|DSP|20130319003447|A-22A|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CAPSM|E64|DSP|20130319003448|A-32M|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CASLU|E3470|DSP|20130319003448|A-32L|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CASLU|E3484|DSP|20130319003448|A-36B|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CASLU|E3467|DSP|20130319003448|E-19B|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CASLU|E3469|DSP|20130319003448|B-7A|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CASLU|E3465|DSP|20130319003448|K-11A|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CASLU|CUE1|DSP|20130319003448|A-10B|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CASLU|CUE2|DSP|20130319003448|A-10B|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CASLU|CUE4|DSP|20130319003448|A-10B|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CASLU|D3440|DSP|20130319003448|A-36B|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CALPF|DLPF|DSP|20130319003448|166-K|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CASLC|WT21|DSP|20130319003448|A-22A|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CASLU|DUTY|DSP|20130319003448|A-36A|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CASLU|FINV|DSP|20130319003448|A-36A|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CASLU|PHOTO|DSP|20130319003448|T-5|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CALPF|BLPF|DSP|20130319003448|166-K|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CALPF|ELPF-PZ|DSP|20130319003448|K-23A|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_U|CALPF|ELPF-PC|DSP|20130319003448|166-K|13000040|FWLH|CASLU2013000031//3/19/2013 12:34:48 AM
CAD_E|CASLU13000040|CASLU2013000031|COUGAR - AGUILAR|20130319003325|FWLH|FIRE, WILDLAND HIGH|-120.442968|35.186268|316 HI MOUNTAIN RD / 100 COUGAR CANYON WAY |SLO_CO|||696||||B3411,AA340,T74,T75,T80,C527,E21,E64,E3470,E3484,E3467,E3469,E3465,CUE1,CUE2,CUE4,D3440,DLPF,WT21,BLPF,ELPF-PZ,ELPF-PC|Command:LOCAL;Pri Tactical:TAC2;Alt Tactical: ;Air-to-Ground:TAC2;//3/19/2013 12:34:49 AM
CAD_E|CASLU13000040|CASLU2013000031|COUGAR - AGUILAR|20130319003325|FWLH|FIRE, WILDLAND HIGH|-120.442968|35.186268|316 HI MOUNTAIN RD / 100 COUGAR CANYON WAY |SLO_CO|||696||||B3411,AA340,T74,T75,T80,C527,E21,E64,E3470,E3484,E3467,E3469,E3465,CUE1,CUE2,CUE4,D3440,DLPF,WT21,BLPF,ELPF-PZ,ELPF-PC|Command:LOCAL;Pri Tactical:TAC2;Alt Tactical: ;Air-to-Ground:TAC2;//3/19/2013 12:34:49 AM
CAD_U|CASLU|DUTY|AIQ|20130319003449|A-36A|||//3/19/2013 12:34:49 AM
CAD_U|CASLU|FINV|AIQ|20130319003449|A-36A|||//3/19/2013 12:34:49 AM
CAD_U|CASLU|PHOTO|AIQ|20130319003449|T-5|||//3/19/2013 12:34:49 AM
CAD_E|CASLU13000040|CASLU2013000031|COUGAR - AGUILAR|20130319003325|FWLH|FIRE, WILDLAND HIGH|-120.442968|35.186268|316 HI MOUNTAIN RD / 100 COUGAR CANYON WAY |SLO_CO|||696||||B3411,AA340,T74,T75,T80,C527,E21,E64,E3470,E3484,E3467,E3469,E3465,CUE1,CUE2,CUE4,D3440,DLPF,WT21,BLPF,ELPF-PZ,ELPF-PC|Command:LOCAL;Pri Tactical:TAC2;Alt Tactical: ;Air-to-Ground:TAC2;//3/19/2013 12:34:50 AM
CAD_E|CASLU13000040|CASLU2013000031|COUGAR - AGUILAR|20130319003325|FWLH|FIRE, WILDLAND HIGH|-120.442968|35.186268|316 HI MOUNTAIN RD / 100 COUGAR CANYON WAY |SLO_CO|||696||||B3411,AA340,T74,T75,T80,C527,E21,E64,E3470,E3484,E3467,E3469,E3465,CUE1,CUE2,CUE4,D3440,DLPF,WT21,BLPF,ELPF-PZ,ELPF-PC|Command:LOCAL;Pri Tactical:TAC2;Alt Tactical: ;Air-to-Ground:TAC2;//3/19/2013 12:35:09 AM
CAD_U|CACDF|AA340|ENR|20130319003509|R-8A|13000040|FWLH|CASLU2013000031//3/19/2013 12:35:09 AM
CAD_U|CACDF|T74|ENR|20130319003519|R-8A|13000040|FWLH|CASLU2013000031//3/19/2013 12:35:19 AM
CAD_U|CACDF|T75|ENR|20130319003519|R-8A|13000040|FWLH|CASLU2013000031//3/19/2013 12:35:19 AM
CAD_E|CASLU13000040|CASLU2013000031|COUGAR - AGUILAR|20130319003325|FWLH|FIRE, WILDLAND HIGH|-120.442968|35.186268|316 HI MOUNTAIN RD / 100 COUGAR CANYON WAY |SLO_CO|||696||||B3411,AA340,T74,T75,C527,E21,E64,E3470,E3484,E3467,E3469,E3465,CUE1,CUE2,CUE4,D3440,DLPF,WT21,BLPF,ELPF-PZ,ELPF-PC|Command:LOCAL;Pri Tactical:TAC2;Alt Tactical: ;Air-to-Ground:TAC2;//3/19/2013 12:35:32 AM
CAD_U|CACDF|T80|AIQ|20130319003531|HAAB|||//3/19/2013 12:35:32 AM
CAD_U|CACDF|T80|AIQ|20130319003531|HAAB|||//3/19/2013 12:35:32 AM
CAD_U|CALPF|C527|ACK|20130319003540|E-3A|13000040|FWLH|CASLU2013000031//3/19/2013 12:35:40 AM
CAD_U|CASLC|E21|ENR|20130319003553|A-22A|13000040|FWLH|CASLU2013000031//3/19/2013 12:35:53 AM
CAD_U|CASLU|E3465|ENR|20130319003553|K-11A|13000040|FWLH|CASLU2013000031//3/19/2013 12:35:53 AM
CAD_U|CASLU|E3467|ENR|20130319003553|E-19B|13000040|FWLH|CASLU2013000031//3/19/2013 12:35:53 AM
CAD_U|CASLU|E3469|ENR|20130319003553|B-7A|13000040|FWLH|CASLU2013000031//3/19/2013 12:35:53 AM
CAD_U|CASLU|E3470|ENR|20130319003553|A-32L|13000040|FWLH|CASLU2013000031//3/19/2013 12:35:53 AM
CAD_U|CASLU|E3484|ENR|20130319003553|A-36B|13000040|FWLH|CASLU2013000031//3/19/2013 12:35:53 AM
CAD_U|CASLC|E21|ENR|20130319003553|A-22A|13000040|FWLH|CASLU2013000031//3/19/2013 12:35:54 AM
CAD_U|CASLU|E3465|ENR|20130319003553|K-11A|13000040|FWLH|CASLU2013000031//3/19/2013 12:35:54 AM
CAD_U|CASLU|E3467|ENR|20130319003553|E-19B|13000040|FWLH|CASLU2013000031//3/19/2013 12:35:54 AM
CAD_U|CASLU|E3469|ENR|20130319003553|B-7A|13000040|FWLH|CASLU2013000031//3/19/2013 12:35:55 AM
CAD_U|CASLU|E3470|ENR|20130319003553|A-32L|13000040|FWLH|CASLU2013000031//3/19/2013 12:35:55 AM
CAD_U|CASLU|E3484|ENR|20130319003553|A-36B|13000040|FWLH|CASLU2013000031//3/19/2013 12:35:55 AM
CAD_U|CASLU|CUE1|ENR|20130319003600|A-10B|13000040|FWLH|CASLU2013000031//3/19/2013 12:36:00 AM
CAD_U|CASLU|CUE2|ENR|20130319003600|A-10B|13000040|FWLH|CASLU2013000031//3/19/2013 12:36:00 AM
CAD_U|CASLU|CUE1|ENR|20130319003600|A-10B|13000040|FWLH|CASLU2013000031//3/19/2013 12:36:00 AM
CAD_U|CASLU|CUE2|ENR|20130319003600|A-10B|13000040|FWLH|CASLU2013000031//3/19/2013 12:36:01 AM
CAD_U|CASLU|B3411|ENR|20130319003604|A-36I|13000040|FWLH|CASLU2013000031//3/19/2013 12:36:04 AM
CAD_U|CASLU|B3411|ENR|20130319003604|A-36I|13000040|FWLH|CASLU2013000031//3/19/2013 12:36:04 AM
CAD_U|CASLU|D3440|ENR|20130319003607|A-36B|13000040|FWLH|CASLU2013000031//3/19/2013 12:36:07 AM
CAD_U|CASLU|D3440|ENR|20130319003607|A-36B|13000040|FWLH|CASLU2013000031//3/19/2013 12:36:07 AM
