CAD_U|CASLC|ME42|RTQ|20140802233948|I-11A|14009707|FOD|CASLU2014006895//8/3/2014 12:04:47 AM
CAD_U|CAPSM|B64|AIQ|20140727095942|A-32M|||//8/3/2014 1:00:18 AM
CAD_U|CALPF|BLPF|AIQ|20140512172802|166-K|||//8/3/2014 1:00:19 AM
CAD_U|CABOB|BOBPAGE|AIQ|20140802124218|CR-18A|||//8/3/2014 1:00:20 AM
CAD_U|CAPRF|BPRF|AIQ|20140704132634|R-14B|||//8/3/2014 1:00:21 AM
CAD_U|CASLC|BS62|AIQ|20140730212844|A-24C|||//8/3/2014 1:00:22 AM
CAD_U|CATEM|BS7145|AIQ|20140724183309|T-5B|||//8/3/2014 1:00:23 AM
CAD_U|CASBC|BSBC|AIQ|20140220142512|SBC-24|||//8/3/2014 1:00:24 AM
CAD_U|CASMR|BSSMR1|AIQ|20140331111145|SMR-1|||//8/3/2014 1:00:25 AM
CAD_U|CASBC|C308|AIQ|20121112134807|SYHB|||//8/3/2014 1:00:26 AM
CAD_U|CASBC|C309|AIQ|20120510195034|SYHB|||//8/3/2014 1:00:27 AM
CAD_U|CACDF|C406|AIQ|20140712153256|BVHB|||//8/3/2014 1:00:28 AM
CAD_U|CALPF|C527|AIQ|20140728160821|E-3A|||//8/3/2014 1:00:29 AM
CAD_U|CACHP|C70|AIQ|20140727105259|R-8C|||//8/3/2014 1:00:31 AM
CAD_U|CASLU|CAM21|AIQ|20140727195249|VNT|||//8/3/2014 1:00:32 AM
CAD_U|CAATA|CATA|AIQ|20131221084925|T-13E|||//8/3/2014 1:00:33 AM
CAD_U|CAAYG|CAYG|AIQ|20140417092843|E-7G|||//8/3/2014 1:00:34 AM
CAD_U|CACAY|CCAY|AIQ|20140729084015|B-7B|||//8/3/2014 1:00:35 AM
CAD_U|CACMB|CCMB|AIQ|20140801091043|G-16B|||//8/3/2014 1:00:36 AM
CAD_U|CAGRO|CGRO|AIQ|20140415195918|E-6D|||//8/3/2014 1:00:37 AM
CAD_U|CATEM|CHAPLAIN|AIQ|20140724183342|T-5B|||//8/3/2014 1:00:38 AM
CAD_U|CAHCF|CHCF|AIQ|20110602174957|G-10A|||//8/3/2014 1:00:39 AM
CAD_U|CACMB|CMBRES|AIQ|20140802075637|G-16B|||//8/3/2014 1:00:40 AM
CAD_U|CAMRB|CMRB|AIQ|20131104155711|B-11C|||//8/3/2014 1:00:41 AM
CAD_U|CASLC|CO14|AIQ|20140720200738|B-10A|||//8/3/2014 1:00:42 AM
CAD_U|CASBY|CO15|AIQ|20140729181606|B-15A|||//8/3/2014 1:00:43 AM
CAD_U|CASLC|COAST|AIQ|20140727104751|B-11B|||//8/3/2014 1:00:44 AM
CAD_U|CASLU|COM34|AIQ|20140520235843|A-36C|||//8/3/2014 1:00:46 AM
CAD_U|CASLU|COVER|AIQ|20140414162230|A-36A|||//8/3/2014 1:00:47 AM
CAD_U|CASLU|COVER11|AIQ|20140727104751|B-7A|||//8/3/2014 1:00:48 AM
CAD_U|CASBY|COVER15|AIQ|20140729180438|B-15A|||//8/3/2014 1:00:49 AM
CAD_U|CASLC|COVER21|AIQ|20140730101326|A-22A|||//8/3/2014 1:00:50 AM
CAD_U|CASLC|COVER22|AIQ|20140731152558|N-3A|||//8/3/2014 1:00:51 AM
CAD_U|CAMRB|COVER53|AIQ|20140729180438|B-11C|||//8/3/2014 1:00:52 AM
CAD_U|CACMB|COVER57|AIQ|20140727155224|G-16B|||//8/3/2014 1:00:54 AM
CAD_U|CAOCE|COVER61|AIQ|20140731151101|N-12D|||//8/3/2014 1:00:55 AM
CAD_U|CASLU|COVEROAK|AIQ|20140712215058|A-32K|||//8/3/2014 1:00:56 AM
CAD_U|CAPRF|CPRF|AIQ|20131130154420|R-14B|||//8/3/2014 1:00:57 AM
CAD_U|CASLC|CR21|AIQ|20140724154741|A-22A|||//8/3/2014 1:00:58 AM
CAD_U|CASMF|CSMF|AIQ|20131221085236|R-4A|||//8/3/2014 1:00:59 AM
CAD_U|CASMV|CSMV|AIQ|20140219034511|K-13A|||//8/3/2014 1:01:00 AM
CAD_U|CATEM|CTEM|AIQ|20130413083936|T-5B|||//8/3/2014 1:01:01 AM
CAD_U|CASLU|CUE3|AIQ|20140801155622|A-10B|||//8/3/2014 1:01:02 AM
CAD_U|CASLU|CUE5|AIQ|20140801155617|A-10B|||//8/3/2014 1:01:03 AM
CAD_U|CASLU|D3406|AOR|20140802095118|A-36H|||//8/3/2014 1:01:05 AM
CAD_U|CASLU|D3441|AIQ|20140730062334|K-11C|||//8/3/2014 1:01:06 AM
CAD_U|CASLU|D3442|AIQ|20140729113147|R-8B|||//8/3/2014 1:01:07 AM
CAD_U|CALPF|D3F|AIQ|20140720214421|166-K|||//8/3/2014 1:01:08 AM
CAD_U|CAFKU|D4340|AIQ|20140630084254|FKU-1A|||//8/3/2014 1:01:09 AM
CAD_U|CAFKU|D4341|AIQ|20140524143147|FKU-1A|||//8/3/2014 1:01:10 AM
CAD_U|CABEU|D4641|AIQ|20140713152556|BEU-30|||//8/3/2014 1:01:11 AM
CAD_U|CABEU|D4643|AIQ|20140530074336|BEU-30|||//8/3/2014 1:01:12 AM
CAD_U|CABEU|D46E1|AIQ|20140801151749|BEU-30|||//8/3/2014 1:01:13 AM
CAD_U|CACMC|DCON1|AIQ|20140413134159|A-5B|||//8/3/2014 1:01:14 AM
CAD_U|CALPF|DLPF|AIQ|20140506180625|166-K|||//8/3/2014 1:01:15 AM
CAD_U|CASBC|DSBC1|AIQ|20140113042900|SBC-24|||//8/3/2014 1:01:16 AM
CAD_U|CASLU|DT3442|AIQ|20140801044358|R-8B|||//8/3/2014 1:01:17 AM
CAD_U|CASLU|DUTY|AIQ|20140729180438|A-36A|||//8/3/2014 1:01:18 AM
CAD_U|CASLU|DUTYFC|AIQ|20140802071436|A-36C|||//8/3/2014 1:01:19 AM
CAD_U|CASLC|E10|AIQ|20140624073812|G-16A||OUT|//8/3/2014 1:01:20 AM
CAD_U|CASLC|E12|AIQ|20140802083818|A-36B||OUT|//8/3/2014 1:01:21 AM
CAD_U|CALPF|E17F|AIQ|20140704123257|NFMON|||//8/3/2014 1:01:23 AM
CAD_U|CASLC|E21|AIQ|20140802180402|A-22A|||//8/3/2014 1:01:24 AM
CAD_U|CASLC|E212|AIQ|20140731234222|A-36B|||//8/3/2014 1:01:25 AM
CAD_U|CASBY|E215|AIQ|20140729181606|B-15A|||//8/3/2014 1:01:26 AM
CAD_U|CASLC|E230|AIQ|20140722204840|R-17A|||//8/3/2014 1:01:27 AM
CAD_U|CASLC|E233|AIQ|20140712110014|H-6A|||//8/3/2014 1:01:28 AM
CAD_U|CASLC|E262|AIQ|20140711182619|A-24C||OUT|//8/3/2014 1:01:29 AM
CAD_U|CAPSM|E264|AIQ|20140622191652|A-32M|||//8/3/2014 1:01:30 AM
CAD_U|CASLC|E30|AIQ|20140802131911|R-17A|||//8/3/2014 1:01:31 AM
CAD_U|CALPF|E31F|AIQ|20140726151943|K-23A|||//8/3/2014 1:01:32 AM
CAD_U|CASLC|E33|AIQ|20140802210512|H-6A|||//8/3/2014 1:01:33 AM
CAD_U|CASLU|E3352|AIQ|20140802232341|F-10A|||//8/3/2014 1:01:34 AM
CAD_U|CALPF|E335F|AIQ|20140712031456|166-K|||//8/3/2014 1:01:35 AM
CAD_U|CASLU|E3367|AIQ|20140801130227|L-3A|||//8/3/2014 1:01:36 AM
CAD_U|CASLU|E3368|AIQ|20140802112951|B-7A|||//8/3/2014 1:01:37 AM
CAD_U|CASLU|E3371|AIQ|20140802161456|E-19B|||//8/3/2014 1:01:38 AM
CAD_U|CASLU|E3375|AIQ|20140802211207|A-36B|||//8/3/2014 1:01:40 AM
CAD_U|CASLC|E34|AIQ|20140802002432|O-3A|||//8/3/2014 1:01:41 AM
CAD_U|CASLU|E3461|AIQ|20140802115816|D-15A|||//8/3/2014 1:01:42 AM
CAD_U|CASLU|E3466|AIQ|20140802150804|G-16A|||//8/3/2014 1:01:43 AM
CAD_U|CASLU|E3482|AIQ|20140802155044|K-11A|||//8/3/2014 1:01:44 AM
CAD_U|CASLU|E3483|AIQ|20140802101541|A-32L|||//8/3/2014 1:01:45 AM
CAD_U|CASLU|E3484|AIQ|20140802124251|R-17A|||//8/3/2014 1:01:46 AM
CAD_U|CASLC|E40|AIQ|20140801135612|K-11A|||//8/3/2014 1:01:47 AM
CAD_U|CAFKU|E4352|AIQ|20140401100511|FKU-2|||//8/3/2014 1:01:48 AM
CAD_U|CAFKU|E4353|AIQ|20140512071130|FKU-2|||//8/3/2014 1:01:49 AM
CAD_U|CAFKU|E4354|AIQ|20140330102106|FKU-1A|||//8/3/2014 1:01:50 AM
CAD_U|CAFKU|E4361|AIQ|20140717184527|FKU-1A|||//8/3/2014 1:01:51 AM
CAD_U|CAFKU|E4362|AIQ|20140321125125|FKU-2|||//8/3/2014 1:01:52 AM
CAD_U|CAFKU|E4363|AIQ|20140417161233|FKU-2|||//8/3/2014 1:01:54 AM
CAD_U|CAFKU|E4364|AIQ|20140512071100|FKU-1A|||//8/3/2014 1:01:55 AM
CAD_U|CAFKU|E4368|AIQ|20140512071138|FKU-2|||//8/3/2014 1:01:56 AM
CAD_U|CAFKU|E4370|AIQ|20140729071932|FKU-1A|||//8/3/2014 1:01:57 AM
CAD_U|CAFKU|E4371|AIQ|20140303133829|FKU-2|||//8/3/2014 1:01:58 AM
CAD_U|CAFKU|E4373|AIQ|20140407064153|FKU-2|||//8/3/2014 1:01:59 AM
CAD_U|CAFKU|E4382|AIQ|20140512071139|FKU-2|||//8/3/2014 1:02:00 AM
CAD_U|CAFKU|E4383|AIQ|20140504084757|FKU-1A|||//8/3/2014 1:02:01 AM
CAD_U|CABEU|E4661|AIQ|20140605061926|BEU-30|||//8/3/2014 1:02:02 AM
CAD_U|CABEU|E4663|AIQ|20140729113127|BEU-30|||//8/3/2014 1:02:03 AM
CAD_U|CABEU|E4664|AIQ|20140712073733|BEU-31|||//8/3/2014 1:02:04 AM
CAD_U|CABEU|E4665|AIQ|20140617181113|BEU-30|||//8/3/2014 1:02:05 AM
CAD_U|CABEU|E4666|AIQ|20140612105938|BEU-30|||//8/3/2014 1:02:07 AM
CAD_U|CABEU|E4669|AIQ|20140731160515|BEU-30|||//8/3/2014 1:02:08 AM
CAD_U|CABEU|E4673|AIQ|20140719213608|BEU-30|||//8/3/2014 1:02:09 AM
CAD_U|CABEU|E4674|AIQ|20140729092323|BEU-35|||//8/3/2014 1:02:10 AM
CAD_U|CABEU|E4675|AIQ|20140725092906|BEU-30|||//8/3/2014 1:02:11 AM
CAD_U|CABEU|E4676|AIQ|20140508202901|BEU-30|||//8/3/2014 1:02:12 AM
CAD_U|CABEU|E4677|AIQ|20140706100229|BEU-30|||//8/3/2014 1:02:13 AM
CAD_U|CABEU|E4681|AIQ|20140512075831|BEU-30|||//8/3/2014 1:02:14 AM
CAD_U|CABEU|E4684|AIQ|20140724165204|BEU-35|||//8/3/2014 1:02:15 AM
CAD_U|CABEU|E4685|AIQ|20140605061458|BEU-30|||//8/3/2014 1:02:16 AM
CAD_U|CABEU|E4686|AIQ|20140617174003|BEU-30|||//8/3/2014 1:02:17 AM
CAD_U|CABEU|E4691|AIQ|20140513064108|BEU-30|||//8/3/2014 1:02:18 AM
CAD_U|CABEU|E4693|AIQ|20140617172542|BEU-30|||//8/3/2014 1:02:19 AM
CAD_U|CABEU|E4694|AIQ|20140722203051|BEU-30|||//8/3/2014 1:02:20 AM
CAD_U|CABEU|E4699|AIQ|20140801185556|BEU-30|||//8/3/2014 1:02:22 AM
CAD_U|CASLC|E51|AIQ|20140729214130|D-15A|||//8/3/2014 1:02:23 AM
CAD_U|CASLC|E52|AIQ|20140802190217|D-12A|||//8/3/2014 1:02:24 AM
CAD_U|CASLC|E62|AIQ|20140802185435|A-24C|||//8/3/2014 1:02:25 AM
CAD_U|CAPSM|E63|AIQ|20140801162239|A-32L|||//8/3/2014 1:02:26 AM
CAD_U|CAPSM|E64|AIQ|20140802232418|A-32M|||//8/3/2014 1:02:27 AM
CAD_U|CATEM|E7185|AIQ|20140802132428|T-5B|||//8/3/2014 1:02:28 AM
CAD_U|CASMV|E7892|AIQ|20140722170909|K-13A||OUT|//8/3/2014 1:02:29 AM
CAD_U|CABOB|E8965|AIQ|20140724133808|CR-18A|||//8/3/2014 1:02:30 AM
CAD_U|CABOB|E8991|AIQ|20140802130402|CR-18A|||//8/3/2014 1:02:31 AM
CAD_U|CAATA|EATA|AIQ|20140801091713|T-13E|||//8/3/2014 1:02:32 AM
CAD_U|CACAY|ECAY|AIQ|20140802075534|B-7B|||//8/3/2014 1:02:33 AM
CAD_U|CASLU|ECC-S|AIQ|20140725072705|A-36C|||//8/3/2014 1:02:34 AM
CAD_U|CACMB|ECMB|AIQ|20140216174707|G-16B|||//8/3/2014 1:02:35 AM
CAD_U|CACMC|ECMC|AIQ|20140802205419|A-5B|||//8/3/2014 1:02:36 AM
CAD_U|CAAYG|EFIV-AYG|AIQ|20140731182121|E-7G|||//8/3/2014 1:02:38 AM
CAD_U|CAGRO|EFIV-GRO|AIQ|20140714072121|E-6D|||//8/3/2014 1:02:39 AM
CAD_U|CAOCE|EFIV-OCE|AIQ|20140731152558|N-12D|||//8/3/2014 1:02:40 AM
CAD_U|CAGUA|EGUA|AIQ|20140711145754|GUA|||//8/3/2014 1:02:41 AM
CAD_U|CAHCF|EHCF|AIQ|20140802140045|G-10A|||//8/3/2014 1:02:42 AM
CAD_U|CAMRB|EMRB|AIQ|20140729181126|B-11C|||//8/3/2014 1:02:43 AM
CAD_U|CAPRF|EPRF|AIQ|20140802055234|R-14B|||//8/3/2014 1:02:44 AM
CAD_U|CASBC|ESBC321|AIQ|20140413225441|SBC-21|||//8/3/2014 1:02:45 AM
CAD_U|CASBC|ESBC322|AIQ|20140413225453|SBC-22|||//8/3/2014 1:02:46 AM
CAD_U|CASBC|ESBC341|AIQ|20140413225430|SBC-41|||//8/3/2014 1:02:47 AM
CAD_U|CASBC|ESBC41|AIQ|20140512131544|SBC-41|||//8/3/2014 1:02:48 AM
CAD_U|CASLO|ESLO|AIQ|20140802173828|A-16D|||//8/3/2014 1:02:49 AM
CAD_U|CASMF|ESMF|AIQ|20140802124529|R-4A|||//8/3/2014 1:02:50 AM
CAD_U|CASMR|ESMR|AIQ|20140723203747|SMR-3|||//8/3/2014 1:02:51 AM
CAD_U|CASMV|ESMV|AIQ|20140731082937|K-13A|||//8/3/2014 1:02:53 AM
CAD_U|CATEM|ETEM|AIQ|20140802130604|T-5B|||//8/3/2014 1:02:54 AM
CAD_U|CASLU|FINV|AIQ|20140802093008|A-36A|||//8/3/2014 1:02:55 AM
CAD_U|CABEU|GAB2|AIQ|20140728074234|BEU-30|||//8/3/2014 1:02:56 AM
CAD_U|CABEU|GAB3|AIQ|20140725073753|BEU-30|||//8/3/2014 1:02:57 AM
CAD_U|CABEU|GAB4|AIQ|20140729074415|BEU-30|||//8/3/2014 1:02:58 AM
CAD_U|CABEU|GAB5|AIQ|20140725074030|BEU-30|||//8/3/2014 1:02:59 AM
CAD_U|CASLC|GIS1|AIQ|20140716062404|B-15B|||//8/3/2014 1:03:00 AM
CAD_U|CASLC|HM1|AIQ|20140716193630|D-12A|||//8/3/2014 1:03:01 AM
CAD_U|CAPSM|LFG64|AIQ|20140801174927|A-32M|||//8/3/2014 1:03:02 AM
CAD_U|CAMBHP|MBHP|AIQ|20140721145744|B-11D|||//8/3/2014 1:03:03 AM
CAD_U|CASLC|MCI21|AIQ|20130804012852|A-22A|||//8/3/2014 1:03:04 AM
CAD_U|CAMRB|MCI53|AIQ|20130804012954|B-11C|||//8/3/2014 1:03:05 AM
CAD_U|CAAYG|MCI6648|AIQ|20130804013031|E-7G|||//8/3/2014 1:03:06 AM
CAD_U|CAPRF|MCI8150|AIQ|20130804012931|R-14B|||//8/3/2014 1:03:07 AM
CAD_U|CASBY|ME15|AIQ|20140802173705|B-15A|||//8/3/2014 1:03:09 AM
CAD_U|CASLC|ME20|AIQ|20140802230951|E-19B||MEDC2|//8/3/2014 1:03:10 AM
CAD_U|CASLC|ME22|AIQ|20140802121837|N-3A|||//8/3/2014 1:03:11 AM
CAD_U|CASLC|ME42|AIQ|20140803001446|I-11A|||//8/3/2014 1:03:12 AM
CAD_U|CACMB|ME5791|AIQ|20140802145338|G-16B|||//8/3/2014 1:03:13 AM
CAD_U|CAFKU|MIR1|AIQ|20140622082613|FKU-2|||//8/3/2014 1:03:14 AM
CAD_U|CAFKU|MIR2|AIQ|20140630071908|FKU-2|||//8/3/2014 1:03:15 AM
CAD_U|CAFKU|MIR3|AIQ|20140630071909|FKU-1A|||//8/3/2014 1:03:16 AM
CAD_U|CAFKU|MIR4|AIQ|20140623082515|FKU-2|||//8/3/2014 1:03:17 AM
CAD_U|CASLU|MKU34|AIQ|20140503213233|A-10B|||//8/3/2014 1:03:18 AM
CAD_U|CASBY|MR15|AIQ|20140802173615|B-15A|||//8/3/2014 1:03:19 AM
CAD_U|CAMRB|MRBDUTY|AIQ|20140729180438|B-11C|||//8/3/2014 1:03:20 AM
CAD_U|CACMB|NCOR|AIQ|20140608201531|G-16B|||//8/3/2014 1:03:21 AM
CAD_U|CAOES|OES271|AIQ|20140801213802|A-16F||OUT|//8/3/2014 1:03:22 AM
CAD_U|CAOES|OES272|AIQ|20140616143018|E-6D|||//8/3/2014 1:03:24 AM
CAD_U|CAOES|OES273|AIQ|20140802105530|E-19B||OUT|//8/3/2014 1:03:25 AM
CAD_U|CAOES|OES274|AIQ|20140718150218|B-11C|||//8/3/2014 1:03:26 AM
CAD_U|CAOES|OES275|AIQ|20140501183655|T-13E|||//8/3/2014 1:03:27 AM
CAD_U|CASLC|P22|AIQ|20140731163448|N-3A|||//8/3/2014 1:03:28 AM
CAD_U|CASLC|P34|AIQ|20140802013720|O-3A|||//8/3/2014 1:03:29 AM
CAD_U|CASLU|P3421|AIQ|20140731141818|A-36F|||//8/3/2014 1:03:30 AM
CAD_U|CALPF|P37F|AIQ|20140713110334|166-K|||//8/3/2014 1:03:31 AM
CAD_U|CASLC|PCFCOVER|AIQ|20080119151539|A-36A|||//8/3/2014 1:03:32 AM
CAD_U|CAPSL|PSL|AIQ|20140727095942|A-24B|||//8/3/2014 1:03:35 AM
CAD_U|CASLC|R20|AIQ|20140728235623|E-19B|||//8/3/2014 1:03:36 AM
CAD_U|CASLC|R21|AIQ|20140801191557|A-22A|||//8/3/2014 1:03:37 AM
CAD_U|CASLC|R30|AIQ|20140802114706|R-17A|||//8/3/2014 1:03:38 AM
CAD_U|CASLC|R33|AIQ|20140722191100|H-6A|||//8/3/2014 1:03:40 AM
CAD_U|CAPSM|R64|AIQ|20140731180325|A-32M|||//8/3/2014 1:03:41 AM
CAD_U|CAAYG|RAYG|AIQ|20140114142122|E-7G|||//8/3/2014 1:03:45 AM
CAD_U|CACAY|RCAY|AIQ|20140713130702|B-7B|||//8/3/2014 1:03:46 AM
CAD_U|CASLC|REHAB42|AIQ|20140714074800|I-11A|||//8/3/2014 1:03:50 AM
CAD_U|CAGRO|RGRO|AIQ|20090328142134|E-6D|||//8/3/2014 1:03:51 AM
CAD_U|CAMRB|RMRB|AIQ|20140718054928|B-11C|||//8/3/2014 1:03:56 AM
CAD_U|CAOES|RT31|AIQ|20140303083233|R-17A|||//8/3/2014 1:03:57 AM
CAD_U|CASLU|SLOFIST|AIQ|20140105171826|A-2|||//8/3/2014 1:03:58 AM
CAD_U|CAMRB|STENMRB|AIQ|20130830183326|B-11C|||//8/3/2014 1:04:00 AM
CAD_U|CAPRF|STENPRF|AIQ|20090731135118|R-14B|||//8/3/2014 1:04:01 AM
CAD_U|CASLO|STENSLO|AIQ|20090725125528|A-16D|||//8/3/2014 1:04:02 AM
CAD_U|CAMRB|STPARKS|AV|20140722024601|B-11C|||//8/3/2014 1:04:03 AM
CAD_U|CAHCF|STPRK|AIQ|20130503170233|N-6|||//8/3/2014 1:04:04 AM
CAD_U|CASLU|T3439|AIQ|20140721060524|B-15B|||//8/3/2014 1:04:05 AM
CAD_U|CAFIV|T6645|AIQ|20140731125041|E-7G|||//8/3/2014 1:04:06 AM
CAD_U|CACDF|T74|AIQ|20140727201323|R-8A|||//8/3/2014 1:04:07 AM
CAD_U|CACDF|T75|AIQ|20140802193507|R-8A|||//8/3/2014 1:04:08 AM
CAD_U|CAATA|T7545|AIQ|20140801171340|T-13B||OUT|//8/3/2014 1:04:09 AM
CAD_U|CACDF|T80|AIQ|20140720131613|HAAB|||//8/3/2014 1:04:10 AM
CAD_U|CACDF|T81|AIQ|20140720131633|HAAB|||//8/3/2014 1:04:11 AM
CAD_U|CAPRF|T8141|AIQ|20140704142703|R-14B|||//8/3/2014 1:04:13 AM
CAD_U|CATEM|TEMPAGE|AIQ|20140729131948|T-5B|||//8/3/2014 1:04:14 AM
CAD_U|CASBY|TRENCH15|AIQ|20140126105403|B-15A|||//8/3/2014 1:04:16 AM
CAD_U|CASLO|TSLO1|AIQ|20140608120047|A-16D|||//8/3/2014 1:04:18 AM
CAD_U|CASLU|U3452|AIQ|20140727190711|E-19B|||//8/3/2014 1:04:19 AM
CAD_U|CASLU|U3455|AIQ|20140710133056|R-17A|||//8/3/2014 1:04:20 AM
CAD_U|CASLU|U3490|AIQ|20121220145846|VNT|||//8/3/2014 1:04:21 AM
CAD_U|CASLC|WT15|AIQ|20140801190327|A-36B|||//8/3/2014 1:04:23 AM
CAD_U|CASLC|WT21|AIQ|20140801191557|A-22A|||//8/3/2014 1:04:24 AM
CAD_U|CASLC|WT50|AIQ|20140731110203|C-7A|||//8/3/2014 1:04:25 AM
CAD_U|CALPF|WTLPF|AIQ|20140105144125|166-K|||//8/3/2014 1:04:26 AM
CAD_U|CASBC|WTSBC22|AIQ|20140113025627|SBC-22|||//8/3/2014 1:04:27 AM
CAD_U|CASBC|WTSBC41|AIQ|20130807171956|SBC-41|||//8/3/2014 1:04:28 AM
CAD_U|CABEU|E4699|AIQ|20140801185556|BEU-30|||//8/3/2014 1:25:42 AM
CAD_U|CABEU|E4699|AIQ|20140801185556|BEU-30|||//8/3/2014 1:25:42 AM
CAD_U|CABEU|E4699|AIQ|20140801185556|BEU-30|||//8/3/2014 1:25:42 AM
CAD_U|CABEU|E4699|OFF//8/3/2014 1:25:46 AM
CAD_U|CABEU|E4699|AIQ|20140803012600|BEU-30|||//8/3/2014 1:26:00 AM
CAD_U|CABEU|E4699|AIQ|20140803012600|BEU-30|||//8/3/2014 1:26:00 AM
CAD_U|CABEU|E4699|AIQ|20140803012600|BEU-30|||//8/3/2014 1:26:01 AM
CAD_U|CABEU|E4699|AIQ|20140803012600|BEU-30|||//8/3/2014 1:26:01 AM
CAD_U|CABEU|E4699|AIQ|20140803012600|BEU-30|||//8/3/2014 1:26:01 AM
CAD_U|CABEU|E4699|AIQ|20140803012600|BEU-30|||//8/3/2014 1:26:27 AM
CAD_U|CABEU|E4699|AIQ|20140803012600|BEU-30|||//8/3/2014 1:26:27 AM
CAD_U|CABEU|E4699|AIQ|20140803012600|BEU-30|||//8/3/2014 1:26:27 AM
CAD_U|CABEU|E4699|AIQ|20140803012600|BEU-30|||//8/3/2014 1:27:23 AM
CAD_U|CABEU|E4699|AIQ|20140803012600|BEU-30|||//8/3/2014 1:27:24 AM
CAD_U|CABEU|E4699|AIQ|20140803012600|BEU-30|||//8/3/2014 1:27:24 AM
