CAD_E|CASLC15019130|CASLU2015013338|EMS3CDF/|20151222234226|MED|MEDICAL AID CODE 3|-120.845662|35.360038|670 OLIVE ST ||400 BLK SHASTA AVE|430 BLK PINEY WAY|633_B_5/633_B_5||||E5392|Command:BAY CMD;Pri Tactical:CALCORD;Alt Tactical:VFIRE24;Air-to-Ground:CDF A/G 1;//12/23/2015 12:04:52 AM
CAD_U|CAMRB|E5392|RTQ|20151223000451|B-11C|15019130|MED|CASLU2015013338//12/23/2015 12:04:52 AM
CAD_U|CABEU|E4664|AIQ|20151209160908|BEU31A|||//12/23/2015 12:14:47 AM
CAD_U|CABEU|E4664|AIQ|20151209160908|BEU31A|||//12/23/2015 12:14:47 AM
CAD_U|CABEU|E4665|AIQ|20151207075506|BEU-30|||//12/23/2015 12:14:47 AM
CAD_U|CABEU|E4665|AIQ|20151207075506|BEU-30|||//12/23/2015 12:14:47 AM
CAD_U|CABEU|E4665|AIQ|20151207075506|BEU-30|||//12/23/2015 12:14:47 AM
CAD_U|CABEU|E4666|AIQ|20151103100147|BEU-30|||//12/23/2015 12:14:47 AM
CAD_U|CABEU|E4666|AIQ|20151103100147|BEU-30|||//12/23/2015 12:14:47 AM
CAD_U|CABEU|E4666|AIQ|20151103100147|BEU-30|||//12/23/2015 12:14:47 AM
CAD_U|CABEU|E4673|AIQ|20151126110635|BEU-30|||//12/23/2015 12:14:48 AM
CAD_U|CABEU|E4673|AIQ|20151126110635|BEU-30|||//12/23/2015 12:14:48 AM
CAD_U|CABEU|E4673|AIQ|20151126110635|BEU-30|||//12/23/2015 12:14:48 AM
CAD_U|CAFKU|D4341|AIQ|20151012153205|FKU-1A|||//12/23/2015 12:14:48 AM
CAD_U|CAFKU|D4341|AIQ|20151012153205|FKU-1A|||//12/23/2015 12:14:48 AM
CAD_U|CABEU|E4674|AIQ|20151210084041|BEU35A|||//12/23/2015 12:14:48 AM
CAD_U|CABEU|E4674|AIQ|20151210084041|BEU35A|||//12/23/2015 12:14:48 AM
CAD_U|CABEU|E4675|AIQ|20151222072754|BEU-30|||//12/23/2015 12:14:48 AM
CAD_U|CABEU|E4675|AIQ|20151222072754|BEU-30|||//12/23/2015 12:14:48 AM
CAD_U|CABEU|E4675|AIQ|20151222072754|BEU-30|||//12/23/2015 12:14:48 AM
CAD_U|CABEU|E4676|AIQ|20151222072537|BEU-30|||//12/23/2015 12:14:48 AM
CAD_U|CABEU|E4676|AIQ|20151222072537|BEU-30|||//12/23/2015 12:14:48 AM
CAD_U|CABEU|E4676|AIQ|20151222072537|BEU-30|||//12/23/2015 12:14:48 AM
CAD_U|CABEU|E4677|AIQ|20150520184739|BEU-30|||//12/23/2015 12:14:48 AM
CAD_U|CABEU|E4677|AIQ|20150520184739|BEU-30|||//12/23/2015 12:14:48 AM
CAD_U|CABEU|E4677|AIQ|20150520184739|BEU-30|||//12/23/2015 12:14:48 AM
CAD_U|CAFKU|E4352|AIQ|20150630194556|FKU-2|||//12/23/2015 12:14:49 AM
CAD_U|CAFKU|E4352|AIQ|20150630194556|FKU-2|||//12/23/2015 12:14:49 AM
CAD_U|CAFKU|E4352|AIQ|20150630194556|FKU-2|||//12/23/2015 12:14:49 AM
CAD_U|CABEU|E4681|AIQ|20151219161955|BEU-30|||//12/23/2015 12:14:49 AM
CAD_U|CABEU|E4681|AIQ|20151219161955|BEU-30|||//12/23/2015 12:14:49 AM
CAD_U|CABEU|E4681|AIQ|20151219161955|BEU-30|||//12/23/2015 12:14:49 AM
CAD_U|CABEU|E4685|AIQ|20151222072546|BEU-30|||//12/23/2015 12:14:49 AM
CAD_U|CABEU|E4685|AIQ|20151222072546|BEU-30|||//12/23/2015 12:14:49 AM
CAD_U|CABEU|E4685|AIQ|20151222072546|BEU-30|||//12/23/2015 12:14:49 AM
CAD_U|CABEU|E4686|AIQ|20151220183445|BEU-30|||//12/23/2015 12:14:49 AM
CAD_U|CABEU|E4686|AIQ|20151220183445|BEU-30|||//12/23/2015 12:14:49 AM
CAD_U|CABEU|E4686|AIQ|20151220183445|BEU-30|||//12/23/2015 12:14:49 AM
CAD_U|CABEU|E4691|AIQ|20151103100420|BEU-30|||//12/23/2015 12:14:49 AM
CAD_U|CABEU|E4691|AIQ|20151103100420|BEU-30|||//12/23/2015 12:14:49 AM
CAD_U|CABEU|E4691|AIQ|20151103100420|BEU-30|||//12/23/2015 12:14:49 AM
CAD_U|CABEU|E4693|AIQ|20151103031127|BEU-30|||//12/23/2015 12:14:49 AM
CAD_U|CABEU|E4693|AIQ|20151103031127|BEU-30|||//12/23/2015 12:14:49 AM
CAD_U|CABEU|E4693|AIQ|20151103031127|BEU-30|||//12/23/2015 12:14:49 AM
CAD_U|CABEU|E4694|AIQ|20151201145519|BEU-19|||//12/23/2015 12:14:50 AM
CAD_U|CABEU|E4694|AIQ|20151201145519|BEU-19|||//12/23/2015 12:14:50 AM
CAD_U|CABEU|GAB1|AIQ|20151221073257|BEU-30|||//12/23/2015 12:14:50 AM
CAD_U|CABEU|GAB1|AIQ|20151221073257|BEU-30|||//12/23/2015 12:14:50 AM
CAD_U|CABEU|GAB1|AIQ|20151221073257|BEU-30|||//12/23/2015 12:14:50 AM
CAD_U|CABEU|GAB2|AIQ|20151222070223|BEU-30|||//12/23/2015 12:14:50 AM
CAD_U|CABEU|GAB2|AIQ|20151222070223|BEU-30|||//12/23/2015 12:14:50 AM
CAD_U|CABEU|GAB2|AIQ|20151222070223|BEU-30|||//12/23/2015 12:14:50 AM
CAD_U|CABEU|GAB3|AIQ|20151221073415|BEU-30|||//12/23/2015 12:14:50 AM
CAD_U|CABEU|GAB3|AIQ|20151221073415|BEU-30|||//12/23/2015 12:14:50 AM
CAD_U|CABEU|GAB3|AIQ|20151221073415|BEU-30|||//12/23/2015 12:14:50 AM
CAD_U|CABEU|GAB4|AIQ|20151221073530|BEU-30|||//12/23/2015 12:14:50 AM
CAD_U|CABEU|GAB4|AIQ|20151221073530|BEU-30|||//12/23/2015 12:14:50 AM
CAD_U|CABEU|GAB4|AIQ|20151221073530|BEU-30|||//12/23/2015 12:14:50 AM
CAD_U|CABEU|GAB5|AIQ|20151222102226|BEU-30|||//12/23/2015 12:14:50 AM
CAD_U|CABEU|GAB5|AIQ|20151222102226|BEU-30|||//12/23/2015 12:14:51 AM
CAD_U|CABEU|GAB5|AIQ|20151222102226|BEU-30|||//12/23/2015 12:14:51 AM
CAD_U|CABEU|GAB6|AIQ|20151221073824|BEU-30|||//12/23/2015 12:14:51 AM
CAD_U|CABEU|GAB6|AIQ|20151221073824|BEU-30|||//12/23/2015 12:14:51 AM
CAD_U|CABEU|GAB6|AIQ|20151221073824|BEU-30|||//12/23/2015 12:14:51 AM
CAD_U|CABEU|HLT406|AIQ|20150810065545|BEU-30|||//12/23/2015 12:14:51 AM
CAD_U|CABEU|HLT406|AIQ|20150810065545|BEU-30|||//12/23/2015 12:14:51 AM
CAD_U|CABEU|HLT406|AIQ|20150810065545|BEU-30|||//12/23/2015 12:14:51 AM
CAD_U|CAFKU|E4361|AIQ|20151019115616|FKU-1A|||//12/23/2015 12:14:51 AM
CAD_U|CAFKU|E4361|AIQ|20151019115616|FKU-1A|||//12/23/2015 12:14:51 AM
CAD_U|CAFKU|E4361|AIQ|20151019115616|FKU-1A|||//12/23/2015 12:14:51 AM
CAD_U|CAFKU|E4362|AIQ|20150826131128|FKU-2|||//12/23/2015 12:14:51 AM
CAD_U|CAFKU|E4362|AIQ|20150826131128|FKU-2|||//12/23/2015 12:14:51 AM
CAD_U|CAFKU|E4362|AIQ|20150826131128|FKU-2|||//12/23/2015 12:14:51 AM
CAD_U|CAFKU|E4363|AIQ|20151101132207|FKU-2|||//12/23/2015 12:14:51 AM
CAD_U|CAFKU|E4363|AIQ|20151101132207|FKU-2|||//12/23/2015 12:14:51 AM
CAD_U|CAFKU|E4363|AIQ|20151101132207|FKU-2|||//12/23/2015 12:14:51 AM
CAD_U|CAFKU|E4364|AIQ|20150629200039|FKU-1A|||//12/23/2015 12:14:52 AM
CAD_U|CAFKU|E4364|AIQ|20150629200039|FKU-1A|||//12/23/2015 12:14:52 AM
CAD_U|CAFKU|E4371|AIQ|20150825202632|FKU-2|||//12/23/2015 12:14:52 AM
CAD_U|CAFKU|E4371|AIQ|20150825202632|FKU-2|||//12/23/2015 12:14:52 AM
CAD_U|CAFKU|E4371|AIQ|20150825202632|FKU-2|||//12/23/2015 12:14:52 AM
CAD_U|CAFKU|E4373|AIQ|20150629222446|FKU-2|||//12/23/2015 12:14:52 AM
CAD_U|CAFKU|E4373|AIQ|20150629222446|FKU-2|||//12/23/2015 12:14:52 AM
CAD_U|CAFKU|E4373|AIQ|20150629222446|FKU-2|||//12/23/2015 12:14:52 AM
CAD_U|CAFKU|E4383|AIQ|20150710212139|FKU-1A|||//12/23/2015 12:14:52 AM
CAD_U|CAFKU|E4383|AIQ|20150710212139|FKU-1A|||//12/23/2015 12:14:52 AM
CAD_U|CAFKU|E4383|AIQ|20150710212139|FKU-1A|||//12/23/2015 12:14:52 AM
CAD_U|CAFKU|MIR1|AIQ|20151207072627|FKU-2|||//12/23/2015 12:14:52 AM
CAD_U|CAFKU|MIR1|AIQ|20151207072627|FKU-2|||//12/23/2015 12:14:52 AM
CAD_U|CAFKU|MIR1|AIQ|20151207072627|FKU-2|||//12/23/2015 12:14:52 AM
CAD_U|CAFKU|MIR2|AIQ|20151221081413|FKU-2|||//12/23/2015 12:14:52 AM
CAD_U|CAFKU|MIR2|AIQ|20151221081413|FKU-2|||//12/23/2015 12:14:53 AM
CAD_U|CAFKU|MIR2|AIQ|20151221081413|FKU-2|||//12/23/2015 12:14:53 AM
CAD_U|CAFKU|MIR3|AIQ|20151214080001|FKU-1A|||//12/23/2015 12:14:53 AM
CAD_U|CAFKU|MIR3|AIQ|20151214080001|FKU-1A|||//12/23/2015 12:14:53 AM
CAD_U|CAFKU|MIR3|AIQ|20151214080001|FKU-1A|||//12/23/2015 12:14:53 AM
CAD_U|CAFKU|MIR4|AIQ|20151221081414|FKU-2|||//12/23/2015 12:14:53 AM
CAD_U|CAFKU|MIR4|AIQ|20151221081414|FKU-2|||//12/23/2015 12:14:53 AM
CAD_U|CAFKU|MIR4|AIQ|20151221081414|FKU-2|||//12/23/2015 12:14:53 AM
CAD_U|CASLU|94STAFF|AIQ|20151213080352|A-10B|||//12/23/2015 1:00:03 AM
CAD_U|CASLC|AIRPMGR|AIQ|20151215150159|A-22B|||//12/23/2015 1:00:04 AM
CAD_U|CASLU|AMB-X1|AIQ|20151220120325|A-36J|||//12/23/2015 1:00:06 AM
CAD_U|CASLU|AMB-X2|AIQ|20151002114547|A-36J|||//12/23/2015 1:00:07 AM
CAD_U|CASBY|B15|AIQ|20151207111449|B-15A|||//12/23/2015 1:00:08 AM
CAD_U|CASLC|B21|AIQ|20150524173131|A-22A|||//12/23/2015 1:00:09 AM
CAD_U|CASLC|B33|AIQ|20151210090457|H-6A||OUT|//12/23/2015 1:00:10 AM
CAD_U|CASLU|B3412|AOR|20151222213219|A-22B|||//12/23/2015 1:00:11 AM
CAD_U|CASLU|B3413|AOR|20151222213246|R-17B|||//12/23/2015 1:00:12 AM
CAD_U|CAMBHP|B381|AIQ|20151115161858|B-11D|||//12/23/2015 1:00:13 AM
CAD_U|CAMBHP|B3864|AIQ|20151126133540|B-11D|||//12/23/2015 1:00:14 AM
CAD_U|CACMB|B57|AIQ|20150926195221|G-16B|||//12/23/2015 1:00:15 AM
CAD_U|CASLC|B62|AIQ|20151015181330|A-24C|||//12/23/2015 1:00:16 AM
CAD_U|CAPSM|B64|AIQ|20151015181228|A-32M|||//12/23/2015 1:00:17 AM
CAD_U|CALPF|BLPF|AIQ|20151006110801|166-K|||//12/23/2015 1:00:19 AM
CAD_U|CASLC|BS62|AIQ|20151222150706|A-24C|||//12/23/2015 1:00:20 AM
CAD_U|CATEM|BS7145|AIQ|20151214215600|T-5B|||//12/23/2015 1:00:21 AM
CAD_U|CASBC|BSBC|AIQ|20151222144038|SBC-24|||//12/23/2015 1:00:22 AM
CAD_U|CASLO|BSLO|AIQ|20151213211912|A-16D|||//12/23/2015 1:00:23 AM
CAD_U|CAMBHP|C3800|AIQ|20151115161858|B-11D|||//12/23/2015 1:00:24 AM
CAD_U|CACDF|C406|AIQ|20151201123926|BVHB|||//12/23/2015 1:00:25 AM
CAD_U|CACHP|C70|AIQ|20151210151322|R-8C|||//12/23/2015 1:00:26 AM
CAD_U|CASMF|C8600|AIQ|20151217201108|R-4A|||//12/23/2015 1:00:28 AM
CAD_U|CABOB|C8900|AIQ|20151214164934|CR-18A|||//12/23/2015 1:00:28 AM
CAD_U|CACMB|CCMB|AIQ|20151221150725|G-16B|||//12/23/2015 1:00:30 AM
CAD_U|CATEM|CHAPLAIN|AIQ|20150826153657|T-5B|||//12/23/2015 1:00:31 AM
CAD_U|CACMB|CMBPAGE|AIQ|20151130164040|G-16B|||//12/23/2015 1:00:32 AM
CAD_U|CASBY|CO15|AIQ|20151216131124|B-15A|||//12/23/2015 1:00:33 AM
CAD_U|CAMBHP|CO38|AIQ|20151115161409|B-11D|||//12/23/2015 1:00:34 AM
CAD_U|CAMRB|CO53|AIQ|20151220120356|B-11C|||//12/23/2015 1:00:35 AM
CAD_U|CASLC|COAST|AIQ|20151115161409|B-11B|||//12/23/2015 1:00:36 AM
CAD_U|CASLU|COM34|AIQ|20151001215939|A-36C||OUT|//12/23/2015 1:00:37 AM
CAD_U|CASLU|COVER|AIQ|20150918165852|A-36A|||//12/23/2015 1:00:38 AM
CAD_U|CASBY|COVER15|AIQ|20151216130243|B-15A|||//12/23/2015 1:00:39 AM
CAD_U|CASLC|COVER22|AIQ|20151219132419|N-3A|||//12/23/2015 1:00:40 AM
CAD_U|CAMRB|COVER53|AIQ|20151220115942|B-11C|||//12/23/2015 1:00:41 AM
CAD_U|CACMB|COVER57|AIQ|20151209002927|G-16B|||//12/23/2015 1:00:43 AM
CAD_U|CASLU|COVEROAK|AIQ|20151220172700|A-32K|||//12/23/2015 1:00:43 AM
CAD_U|CASLC|CR21|AIQ|20151221071725|A-22A||OUT|//12/23/2015 1:00:45 AM
CAD_U|CASMF|CSMF|AIQ|20131221085236|R-4A|||//12/23/2015 1:00:46 AM
CAD_U|CASLU|D3406|AIQ|20151221070043|A-36E|||//12/23/2015 1:00:47 AM
CAD_U|CASLU|D3440|AIQ|20151221110302|A-36J||OUT|//12/23/2015 1:00:48 AM
CAD_U|CASLU|D3441|AIQ|20151222125629|K-11C||OUT|//12/23/2015 1:00:49 AM
CAD_U|CASLU|D3442|AIQ|20151220063903|R-8B|||//12/23/2015 1:00:50 AM
CAD_U|CAFKU|D4340|AIQ|20150918184258|FKU-1A|||//12/23/2015 1:00:51 AM
CAD_U|CAFKU|D4341|AIQ|20151012153205|FKU-1A|||//12/23/2015 1:00:52 AM
CAD_U|CABEU|D4641|AIQ|20151218192647|BEU-30|||//12/23/2015 1:00:53 AM
CAD_U|CABEU|D4643|AIQ|20151103065045|BEU-30|||//12/23/2015 1:00:54 AM
CAD_U|CABEU|D4645|AIQ|20151103065827|BEU-30|||//12/23/2015 1:00:55 AM
CAD_U|CACMC|DCON1|AIQ|20151026012328|A-5B|||//12/23/2015 1:00:56 AM
CAD_U|CALPF|DLPF|AIQ|20140506180625|166-K|||//12/23/2015 1:00:58 AM
CAD_U|CASLU|DT3440|AIQ|20150926091534|A-36J|||//12/23/2015 1:00:59 AM
CAD_U|CASLU|DT3441|AIQ|20151211181410|K-11C|||//12/23/2015 1:01:00 AM
CAD_U|CASLU|DT3442|AIQ|20150922175706|R-8B|||//12/23/2015 1:01:01 AM
CAD_U|CASLU|DUTY|AIQ|20151216220341|A-36A|||//12/23/2015 1:01:02 AM
CAD_U|CASLU|DUTYFC|AIQ|20151221113600|A-36C|||//12/23/2015 1:01:03 AM
CAD_U|CASLC|E10|AIQ|20151221151158|G-16A|||//12/23/2015 1:01:04 AM
CAD_U|CASLC|E14|AIQ|20151214084900|B-10A|||//12/23/2015 1:01:05 AM
CAD_U|CASLC|E21|AIQ|20151222215450|A-22A|||//12/23/2015 1:01:06 AM
CAD_U|CASBY|E215|AIQ|20151216131124|B-15A|||//12/23/2015 1:01:08 AM
CAD_U|CASLC|E252|AIQ|20151209160629|D-12A|||//12/23/2015 1:01:09 AM
CAD_U|CASLC|E262|AIQ|20151214211047|A-24C|||//12/23/2015 1:01:10 AM
CAD_U|CAPSM|E264|AIQ|20151217114724|A-32M|||//12/23/2015 1:01:11 AM
CAD_U|CASLC|E30|AIQ|20151222110147|R-17A|||//12/23/2015 1:01:12 AM
CAD_U|CASLC|E33|AIQ|20151222213512|H-6A|||//12/23/2015 1:01:13 AM
CAD_U|CASLC|E34|AIQ|20151214232211|O-3A|||//12/23/2015 1:01:14 AM
CAD_U|CASLU|E3460|AIQ|20151214233825|L-3A|||//12/23/2015 1:01:15 AM
CAD_U|CASLU|E3461|AIQ|20151222161318|D-15A|||//12/23/2015 1:01:16 AM
CAD_U|CASLU|E3465|AIQ|20151222170341|K-11A||OUT|//12/23/2015 1:01:18 AM
CAD_U|CASLU|E3466|AIQ|20151222195158|G-16A|||//12/23/2015 1:01:19 AM
CAD_U|CASLU|E3467|AIQ|20151222190333|E-19B|||//12/23/2015 1:01:20 AM
CAD_U|CASLU|E3468|AIQ|20151209170252|F-10A|||//12/23/2015 1:01:21 AM
CAD_U|CASLU|E3469|AIQ|20151222191449|B-7A|||//12/23/2015 1:01:22 AM
CAD_U|CASLU|E3470|AIQ|20151222150201|A-32L|||//12/23/2015 1:01:23 AM
CAD_U|CASLU|E3471|AIQ|20151222145957|A-36B|||//12/23/2015 1:01:24 AM
CAD_U|CASLU|E3472|AIQ|20151222114457|R-17A|||//12/23/2015 1:01:26 AM
CAD_U|CASLU|E3480|AIQ|20151209080237|A-36B||OUT|//12/23/2015 1:01:27 AM
CAD_U|CASLU|E3481|AIQ|20151203083416|R-8B|||//12/23/2015 1:01:28 AM
CAD_U|CASLU|E3483|AIQ|20151211083653|B-7A|||//12/23/2015 1:01:29 AM
CAD_U|CASLU|E3484|AIQ|20151213094247|R-17A||OUT|//12/23/2015 1:01:30 AM
CAD_U|CASLC|E40|AIQ|20151221195937|K-11A|||//12/23/2015 1:01:31 AM
CAD_U|CASLC|E42|AIQ|20151219172445|I-11A|||//12/23/2015 1:01:32 AM
CAD_U|CAFKU|E4352|AIQ|20150630194556|FKU-2|||//12/23/2015 1:01:33 AM
CAD_U|CAFKU|E4361|AIQ|20151019115616|FKU-1A|||//12/23/2015 1:01:34 AM
CAD_U|CAFKU|E4362|AIQ|20150826131128|FKU-2|||//12/23/2015 1:01:35 AM
CAD_U|CAFKU|E4363|AIQ|20151101132207|FKU-2|||//12/23/2015 1:01:37 AM
CAD_U|CAFKU|E4364|AIQ|20150629200039|FKU-1A|||//12/23/2015 1:01:38 AM
CAD_U|CAFKU|E4371|AIQ|20150825202632|FKU-2|||//12/23/2015 1:01:39 AM
CAD_U|CAFKU|E4373|AIQ|20150629222446|FKU-2|||//12/23/2015 1:01:40 AM
CAD_U|CAFKU|E4383|AIQ|20150710212139|FKU-1A|||//12/23/2015 1:01:41 AM
CAD_U|CABEU|E4661|AIQ|20151204102854|BEU-30|||//12/23/2015 1:01:42 AM
CAD_U|CABEU|E4664|AIQ|20151209160908|BEU31A|||//12/23/2015 1:01:43 AM
CAD_U|CABEU|E4665|AIQ|20151207075506|BEU-30|||//12/23/2015 1:01:44 AM
CAD_U|CABEU|E4666|AIQ|20151103100147|BEU-30|||//12/23/2015 1:01:45 AM
CAD_U|CABEU|E4673|AIQ|20151126110635|BEU-30|||//12/23/2015 1:01:47 AM
CAD_U|CABEU|E4674|AIQ|20151210084041|BEU35A|||//12/23/2015 1:01:48 AM
CAD_U|CABEU|E4677|AIQ|20150520184739|BEU-30|||//12/23/2015 1:01:49 AM
CAD_U|CABEU|E4681|AIQ|20151219161955|BEU-30|||//12/23/2015 1:01:50 AM
CAD_U|CABEU|E4686|AIQ|20151220183445|BEU-30|||//12/23/2015 1:01:51 AM
CAD_U|CABEU|E4691|AIQ|20151103100420|BEU-30|||//12/23/2015 1:01:52 AM
CAD_U|CABEU|E4693|AIQ|20151103031127|BEU-30|||//12/23/2015 1:01:53 AM
CAD_U|CABEU|E4694|AIQ|20151201145519|BEU-19|||//12/23/2015 1:01:54 AM
CAD_U|CASLC|E51|AIQ|20151104065254|D-15A|||//12/23/2015 1:01:55 AM
CAD_U|CASLC|E52|AIQ|20151222145544|D-12A|||//12/23/2015 1:01:57 AM
CAD_U|CAMRB|E5391|AIQ|20151220105817|B-11C|||//12/23/2015 1:01:58 AM
CAD_U|CAMRB|E5392|AIQ|20151223001229|B-11C|||//12/23/2015 1:01:59 AM
CAD_U|CASLC|E62|AIQ|20151222170909|A-24C|||//12/23/2015 1:02:00 AM
CAD_U|CAPSM|E63|AIQ|20151219015436|A-32L|||//12/23/2015 1:02:01 AM
CAD_U|CAPSM|E64|AIQ|20151222181631|A-32M|||//12/23/2015 1:02:02 AM
CAD_U|CABOB|E8965|AIQ|20151214172343|CR-18A|||//12/23/2015 1:02:03 AM
CAD_U|CABOB|E8991|AIQ|20151221144141|CR-18A|||//12/23/2015 1:02:05 AM
CAD_U|CAATA|EATA|AIQ|20151221192441|T-13E|||//12/23/2015 1:02:06 AM
CAD_U|CAATS|EATS|AIQ|20151221192958|T-13C|||//12/23/2015 1:02:07 AM
CAD_U|CACAY|ECAY|AIQ|20151222191329|B-7B|||//12/23/2015 1:02:08 AM
CAD_U|CASLU|ECC|AIQ|20151221052245|A-36C|||//12/23/2015 1:02:09 AM
CAD_U|CACMB|ECMB|AIQ|20150203070006|G-16B|||//12/23/2015 1:02:10 AM
CAD_U|CACMC|ECMC|AIQ|20151217125329|A-5B|||//12/23/2015 1:02:11 AM
CAD_U|CAFIV|EFIV1|AIQ|20151221082157|E-7G|||//12/23/2015 1:02:12 AM
CAD_U|CAFIV|EFIV2|AIQ|20151221172150|E-6D|||//12/23/2015 1:02:14 AM
CAD_U|CAFIV|EFIV3|AIQ|20151219124556|N-12D|||//12/23/2015 1:02:15 AM
CAD_U|CAGUA|EGUA|AIQ|20151031070705|GUA|||//12/23/2015 1:02:16 AM
CAD_U|CAHCF|EHCF|AIQ|20151115224020|G-10A|||//12/23/2015 1:02:17 AM
CAD_U|CALPF|ELPF-CUY|AIQ|20150704133537|SBC-41|||//12/23/2015 1:02:18 AM
CAD_U|CALPF|ELPF-PC|AIQ|20151222143738|166-K|||//12/23/2015 1:02:19 AM
CAD_U|CALPF|ELPF-PV|AIQ|20151006110801|LPF36|||//12/23/2015 1:02:20 AM
CAD_U|CALPF|ELPF-PZ|AIQ|20151006110801|K-23A|||//12/23/2015 1:02:21 AM
CAD_U|CAMRB|EMRB|AIQ|20151221203959|B-11C|||//12/23/2015 1:02:22 AM
CAD_U|CAPRF|EPRF|AIQ|20151222100703|R-14B|||//12/23/2015 1:02:23 AM
CAD_U|CASBC|ESBC|AIQ|20151222143856|SBC-21|||//12/23/2015 1:02:25 AM
CAD_U|CASLO|ESLO|AIQ|20151221200659|A-16D|||//12/23/2015 1:02:26 AM
CAD_U|CASMF|ESMF|AIQ|20151221143130|R-4A|||//12/23/2015 1:02:27 AM
CAD_U|CASMR|ESMR|AIQ|20151222143721|SMR-3|||//12/23/2015 1:02:28 AM
CAD_U|CASMV|ESMV|AIQ|20151214130304|K-13A|||//12/23/2015 1:02:29 AM
CAD_U|CATEM|ETEM|AIQ|20151222021203|T-5B|||//12/23/2015 1:02:30 AM
CAD_U|CASLU|FINV|AIQ|20151221113600|A-36A|||//12/23/2015 1:02:31 AM
CAD_U|CABEU|GAB1|AIQ|20151221073257|BEU-30|||//12/23/2015 1:02:32 AM
CAD_U|CABEU|GAB3|AIQ|20151221073415|BEU-30|||//12/23/2015 1:02:33 AM
CAD_U|CABEU|GAB4|AIQ|20151221073530|BEU-30|||//12/23/2015 1:02:34 AM
CAD_U|CABEU|GAB6|AIQ|20151221073824|BEU-30|||//12/23/2015 1:02:36 AM
CAD_U|CAMBHP|H3810|AIQ|20150728194727|B-11D|||//12/23/2015 1:02:37 AM
CAD_U|CASLC|HM1|AIQ|20151217054038|D-12A|||//12/23/2015 1:02:38 AM
CAD_U|CAMBHP|MBHP|AIQ|20151218200838|B-11D|||//12/23/2015 1:02:39 AM
CAD_U|CASLC|MCI21|AIQ|20151015211837|A-22A|||//12/23/2015 1:02:40 AM
CAD_U|CAMRB|MCI53|AIQ|20150425091544|B-11C|||//12/23/2015 1:02:41 AM
