CAD_E|CASLC15004375|CASLU2015003055|EMS3CDF/|20150328234427|MED|MEDICAL AID CODE 3|-120.696815|35.578047|2808 RAMADA DR #112 ||200 BLK EASY ST|51 BLK MARQUITA AVE|633_B_5/633_B_5||||E30,7135|Command:RIVER CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/29/2015 12:08:17 AM
CAD_E|CASLC15004375|CASLU2015003055|EMS3CDF/|20150328234427|MED|MEDICAL AID CODE 3|-120.696815|35.578047|2808 RAMADA DR #112 ||200 BLK EASY ST|51 BLK MARQUITA AVE|633_B_5/633_B_5||||E30,7135|Command:RIVER CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/29/2015 12:08:17 AM
CAD_U|CATEM|R7155|OFF//3/29/2015 12:08:17 AM
CAD_E|CASLC15004375|CASLU2015003055|EMS3CDF/|20150328234427|MED|MEDICAL AID CODE 3|-120.696815|35.578047|2808 RAMADA DR #112 ||200 BLK EASY ST|51 BLK MARQUITA AVE|633_B_5/633_B_5||||E30|Command:RIVER CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/29/2015 12:19:47 AM
CAD_U|CASLC|E30|RTQ|20150329001947|R-17A|15004375|MED|CASLU2015003055//3/29/2015 12:19:47 AM
CAD_E|CASLC15004375|CASLU2015003055|EMS3CDF/|20150328234427|MED|MEDICAL AID CODE 3|-120.696815|35.578047|2808 RAMADA DR #112 ||200 BLK EASY ST|51 BLK MARQUITA AVE|633_B_5/633_B_5|||||Command:RIVER CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/29/2015 12:21:01 AM
CAD_E|CASLC15004375|CASLU2015003055|EMS3CDF/|20150328234427|MED|MEDICAL AID CODE 3|-120.696815|35.578047|2808 RAMADA DR #112 ||200 BLK EASY ST|51 BLK MARQUITA AVE|633_B_5/633_B_5|||||Command:RIVER CMD;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/29/2015 12:21:01 AM
CAD_U|CASLC|E30|AOR|20150329002101|R-17A|||//3/29/2015 12:21:01 AM
CAD_E|CASLC15004375//3/29/2015 12:21:21 AM
CAD_U|CASLC|E30|AIQ|20150329002135|R-17A|||//3/29/2015 12:21:36 AM
CAD_E|CASLC15004375//3/29/2015 12:21:36 AM
CAD_E|CASLU15004354//3/29/2015 12:42:47 AM
CAD_E|CASLU15004354//3/29/2015 12:43:02 AM
CAD_U|CABEU|D4645|AIQ|20150327075330|BEU-30|||//3/29/2015 12:54:37 AM
CAD_U|CABEU|D4645|AIQ|20150327075330|BEU-30|||//3/29/2015 12:54:37 AM
CAD_U|CABEU|D4645|AIQ|20150327075330|BEU-30|||//3/29/2015 12:54:37 AM
CAD_U|CABEU|E4673|AIQ|20150119155153|BEU-30|||//3/29/2015 12:54:37 AM
CAD_U|CABEU|E4673|AIQ|20150119155153|BEU-30|||//3/29/2015 12:54:37 AM
CAD_U|CABEU|E4673|AIQ|20150119155153|BEU-30|||//3/29/2015 12:54:37 AM
CAD_U|CABEU|E4677|AIQ|20150313064236|BEU-30|||//3/29/2015 12:54:37 AM
CAD_U|CABEU|E4677|AIQ|20150313064236|BEU-30|||//3/29/2015 12:54:37 AM
CAD_U|CABEU|E4677|AIQ|20150313064236|BEU-30|||//3/29/2015 12:54:37 AM
CAD_U|CABEU|E4691|AIQ|20150311154559|BEU-30|||//3/29/2015 12:54:37 AM
CAD_U|CABEU|E4691|AIQ|20150311154559|BEU-30|||//3/29/2015 12:54:37 AM
CAD_U|CABEU|E4691|AIQ|20150311154559|BEU-30|||//3/29/2015 12:54:37 AM
CAD_U|CAFKU|E4354|AIQ|20150312185558|FKU-1A|||//3/29/2015 12:54:38 AM
CAD_U|CAFKU|E4354|AIQ|20150312185558|FKU-1A|||//3/29/2015 12:54:38 AM
CAD_U|CAFKU|E4362|AIQ|20150324175029|FKU-2|||//3/29/2015 12:54:38 AM
CAD_U|CAFKU|E4362|AIQ|20150324175029|FKU-2|||//3/29/2015 12:54:38 AM
CAD_U|CAFKU|E4362|AIQ|20150324175029|FKU-2|||//3/29/2015 12:54:38 AM
CAD_U|CABEU|E4693|AIQ|20150324133027|BEU-30|||//3/29/2015 12:54:38 AM
CAD_U|CABEU|E4693|AIQ|20150324133027|BEU-30|||//3/29/2015 12:54:38 AM
CAD_U|CABEU|E4693|AIQ|20150324133027|BEU-30|||//3/29/2015 12:54:38 AM
CAD_U|CABEU|E4694|AIQ|20150325194519|BEU-19|||//3/29/2015 12:54:38 AM
CAD_U|CABEU|E4694|AIQ|20150325194519|BEU-19|||//3/29/2015 12:54:38 AM
CAD_U|CABEU|GAB3|AIQ|20150323071432|BEU-30|||//3/29/2015 12:54:38 AM
CAD_U|CABEU|GAB3|AIQ|20150323071432|BEU-30|||//3/29/2015 12:54:38 AM
CAD_U|CABEU|GAB3|AIQ|20150323071432|BEU-30|||//3/29/2015 12:54:38 AM
CAD_U|CAFKU|E4368|AIQ|20150327121149|FKU-2|||//3/29/2015 12:54:39 AM
CAD_U|CAFKU|E4368|AIQ|20150327121149|FKU-2|||//3/29/2015 12:54:39 AM
CAD_U|CAFKU|E4368|AIQ|20150327121149|FKU-2|||//3/29/2015 12:54:39 AM
CAD_U|CAFKU|E4371|AIQ|20150313161952|FKU-2|||//3/29/2015 12:54:39 AM
CAD_U|CAFKU|E4371|AIQ|20150313161952|FKU-2|||//3/29/2015 12:54:39 AM
CAD_U|CAFKU|E4371|AIQ|20150313161952|FKU-2|||//3/29/2015 12:54:39 AM
CAD_U|CAFKU|E4373|AIQ|20150316140844|FKU-2|||//3/29/2015 12:54:40 AM
CAD_U|CAFKU|E4373|AIQ|20150316140844|FKU-2|||//3/29/2015 12:54:40 AM
CAD_U|CAFKU|E4373|AIQ|20150316140844|FKU-2|||//3/29/2015 12:54:40 AM
CAD_U|CAFKU|E4383|AIQ|20150326090357|FKU-1A|||//3/29/2015 12:54:40 AM
CAD_U|CAFKU|E4383|AIQ|20150326090357|FKU-1A|||//3/29/2015 12:54:40 AM
CAD_U|CAFKU|E4383|AIQ|20150326090357|FKU-1A|||//3/29/2015 12:54:40 AM
CAD_U|CAFKU|MIR2|AIQ|20150323074121|FKU-2|||//3/29/2015 12:54:40 AM
CAD_U|CAFKU|MIR2|AIQ|20150323074121|FKU-2|||//3/29/2015 12:54:40 AM
CAD_U|CAFKU|MIR2|AIQ|20150323074121|FKU-2|||//3/29/2015 12:54:40 AM
CAD_U|CASLC|AIRPMGR|AIQ|20150103155209|A-22B|||//3/29/2015 1:00:03 AM
CAD_U|CASLU|AMB-X1|AIQ|20150313151516|A-36J|||//3/29/2015 1:00:04 AM
CAD_U|CASLU|AMB-X2|AIQ|20150107092124|A-36J|||//3/29/2015 1:00:06 AM
CAD_U|CASBY|B15|AIQ|20150310161244|B-15A||OUT|//3/29/2015 1:00:07 AM
CAD_U|CASLC|B21|AIQ|20140816183405|A-22A|||//3/29/2015 1:00:08 AM
CAD_U|CASLC|B33|AIQ|20150223210256|NACI1A|||//3/29/2015 1:00:09 AM
CAD_U|CASLU|B3412|AIQ|20150328193440|A-22B|||//3/29/2015 1:00:10 AM
CAD_U|CASLU|B3414|AIQ|20150328214554|TULLY|||//3/29/2015 1:00:11 AM
CAD_U|CASLU|B3415|AIQ|20150328213808|JAUREG|||//3/29/2015 1:00:12 AM
CAD_U|CAMBHP|B381|AIQ|20150124162532|B-11D|||//3/29/2015 1:00:13 AM
CAD_U|CAMBHP|B3864|AIQ|20150124165255|B-11D|||//3/29/2015 1:00:14 AM
CAD_U|CACMB|B57|AIQ|20150206152819|G-16B|||//3/29/2015 1:00:16 AM
CAD_U|CASLC|B62|AIQ|20150328132134|A-24C|||//3/29/2015 1:00:17 AM
CAD_U|CALPF|BLPF|AIQ|20140809131536|166-K|||//3/29/2015 1:00:18 AM
CAD_U|CABOB|BOBPAGE|AIQ|20150327110237|CR-18A|||//3/29/2015 1:00:19 AM
CAD_U|CASLC|BS62|AIQ|20150313190858|A-24C|||//3/29/2015 1:00:20 AM
CAD_U|CATEM|BS7145|AIQ|20150323134644|T-5B|||//3/29/2015 1:00:21 AM
CAD_U|CASBC|BSBC|AIQ|20150224095529|SBC-24|||//3/29/2015 1:00:22 AM
CAD_U|CASLO|BSLO|AIQ|20150321225231|A-16D|||//3/29/2015 1:00:23 AM
CAD_U|CASBC|C308|AIQ|20150312164102|SYHB|||//3/29/2015 1:00:24 AM
CAD_U|CAMBHP|C3800|AIQ|20150124162532|B-11D|||//3/29/2015 1:00:25 AM
CAD_U|CAMRB|C5300|AIQ|20150322083208|B-11C|||//3/29/2015 1:00:27 AM
CAD_U|CACHP|C70|AIQ|20150328132134|R-8C|||//3/29/2015 1:00:28 AM
CAD_U|CASLU|CAM21|AIQ|20150325101921|VNT|||//3/29/2015 1:00:29 AM
CAD_U|CASLU|CAM22|AIQ|20150325101921|VNT|||//3/29/2015 1:00:30 AM
CAD_U|CACAY|CCAY|AIQ|20150128120940|B-7B|||//3/29/2015 1:00:31 AM
CAD_U|CACMB|CCMB|AIQ|20150328191457|G-16B|||//3/29/2015 1:00:32 AM
CAD_U|CATEM|CHAPLAIN|AIQ|20150315021533|T-5B|||//3/29/2015 1:00:33 AM
CAD_U|CAHCF|CHCF|AIQ|20110602174957|G-10A|||//3/29/2015 1:00:34 AM
CAD_U|CACMB|CMBRES|AIQ|20150327152245|G-16B|||//3/29/2015 1:00:35 AM
CAD_U|CASBY|CO15|AIQ|20150323161406|B-15A|||//3/29/2015 1:00:36 AM
CAD_U|CAMBHP|CO38|AIQ|20150219165639|B-11D|||//3/29/2015 1:00:38 AM
CAD_U|CAMRB|CO53|AIQ|20150313152400|B-11C|||//3/29/2015 1:00:39 AM
CAD_U|CASLC|COAST|AIQ|20150328131852|B-11B|||//3/29/2015 1:00:40 AM
CAD_U|CASLU|COM34|AIQ|20141112055150|A-36C|||//3/29/2015 1:00:41 AM
CAD_U|CASLU|COVER|AIQ|20140414162230|A-36A|||//3/29/2015 1:00:42 AM
CAD_U|CASLU|COVER11|AIQ|20150310144510|B-7A|||//3/29/2015 1:00:43 AM
CAD_U|CASBY|COVER15|AIQ|20150323160950|B-15A|||//3/29/2015 1:00:44 AM
CAD_U|CASLC|COVER21|AIQ|20150326112448|A-22A|||//3/29/2015 1:00:45 AM
CAD_U|CASLC|COVER22|AIQ|20150328181158|N-3A|||//3/29/2015 1:00:46 AM
CAD_U|CAMRB|COVER53|AIQ|20150313152400|B-11C|||//3/29/2015 1:00:47 AM
CAD_U|CACMB|COVER57|AIQ|20150321211658|G-16B|||//3/29/2015 1:00:48 AM
CAD_U|CASLU|COVEROAK|AIQ|20150327144246|A-32K|||//3/29/2015 1:00:49 AM
CAD_U|CASLC|CR21|AIQ|20150327173603|A-22A|||//3/29/2015 1:00:50 AM
CAD_U|CASLC|CR221|AIQ|20150306190203|A-22A|||//3/29/2015 1:00:51 AM
CAD_U|CASMF|CSMF|AIQ|20131221085236|R-4A|||//3/29/2015 1:00:52 AM
CAD_U|CASLU|CUE1|AIQ|20150327190524|A-10B|||//3/29/2015 1:00:54 AM
CAD_U|CASLU|CUE3|AIQ|20150326190036|A-10B|||//3/29/2015 1:00:55 AM
CAD_U|CASLU|CUE4|AIQ|20150326143621|A-10B|||//3/29/2015 1:00:56 AM
CAD_U|CASLU|CUE5|AIQ|20150326190039|A-10B|||//3/29/2015 1:00:57 AM
CAD_U|CASLU|D3402|AIQ|20150327071438|A-36H|||//3/29/2015 1:00:58 AM
CAD_U|CASLU|D3440|AIQ|20150322075024|A-36J|||//3/29/2015 1:00:59 AM
CAD_U|CASLU|D3441|AIQ|20150327084011|K-11C|||//3/29/2015 1:01:00 AM
CAD_U|CASLU|D3442|AIQ|20150326190102|R-8B|||//3/29/2015 1:01:01 AM
CAD_U|CABEU|D4645|AIQ|20150327075330|BEU-30|||//3/29/2015 1:01:02 AM
CAD_U|CACMC|DCON1|AIQ|20150128014023|A-5B|||//3/29/2015 1:01:03 AM
CAD_U|CALPF|DLPF|AIQ|20140506180625|166-K|||//3/29/2015 1:01:05 AM
CAD_U|CASBC|DSBC3|AIQ|20141127023048|SBC-24|||//3/29/2015 1:01:06 AM
CAD_U|CASLU|DT3440|AIQ|20141122085312|A-36J|||//3/29/2015 1:01:07 AM
CAD_U|CASLU|DT3441|AIQ|20150202060352|K-11C|||//3/29/2015 1:01:08 AM
CAD_U|CASLU|DT3442|AOR|20141012181829|R-8B|||//3/29/2015 1:01:09 AM
CAD_U|CASLU|DUTY|AIQ|20150328131852|A-36A|||//3/29/2015 1:01:10 AM
CAD_U|CASLU|DUTYFC|AIQ|20150328131852|A-36C|||//3/29/2015 1:01:11 AM
CAD_U|CASLC|E14|AIQ|20150313161939|B-10A|||//3/29/2015 1:01:13 AM
CAD_U|CASLC|E21|AIQ|20150328191852|A-22A|||//3/29/2015 1:01:14 AM
CAD_U|CASBY|E215|AIQ|20150323104119|B-15A|||//3/29/2015 1:01:15 AM
CAD_U|CASLC|E22|AIQ|20150320211045|N-3A|||//3/29/2015 1:01:16 AM
CAD_U|CASLC|E230|AIQ|20150322122113|R-17A|||//3/29/2015 1:01:17 AM
CAD_U|CASLC|E252|AIQ|20150321072813|C-7A||OUT|//3/29/2015 1:01:18 AM
CAD_U|CAPSM|E264|AIQ|20150221130244|A-32M||OUT|//3/29/2015 1:01:19 AM
CAD_U|CASLC|E30|AIQ|20150329002135|R-17A|||//3/29/2015 1:01:20 AM
CAD_U|CASLC|E33|AIQ|20150328153942|H-6A|||//3/29/2015 1:01:21 AM
CAD_U|CASLC|E34|AIQ|20150322133311|O-3A|||//3/29/2015 1:01:23 AM
CAD_U|CASLU|E3460|AIQ|20150328090545|R-17A|||//3/29/2015 1:01:24 AM
CAD_U|CASLU|E3461|AIQ|20150328161316|D-15A|||//3/29/2015 1:01:25 AM
CAD_U|CASLU|E3462|AIQ|20150328180604|R-17A|||//3/29/2015 1:01:26 AM
CAD_U|CASLU|E3467|AIQ|20150328081455|E-19B||OUT|//3/29/2015 1:01:27 AM
CAD_U|CASLU|E3470|AIQ|20150328170943|A-32L|||//3/29/2015 1:01:28 AM
CAD_U|CASLU|E3477|AIQ|20150328181849|K-11A|||//3/29/2015 1:01:29 AM
CAD_U|CASLU|E3481|AIQ|20150328194352|A-36B||OUT|//3/29/2015 1:01:31 AM
CAD_U|CASLU|E3482|AIQ|20150328142945|G-16A|||//3/29/2015 1:01:32 AM
CAD_U|CASLU|E3483|AIQ|20150328214510|B-7A|||//3/29/2015 1:01:33 AM
CAD_U|CASLU|E3484|AIQ|20150328143513|R-17A|||//3/29/2015 1:01:34 AM
CAD_U|CASLC|E40|AIQ|20150328145659|K-11A|||//3/29/2015 1:01:35 AM
CAD_U|CAFKU|E4354|AIQ|20150312185558|FKU-1A|||//3/29/2015 1:01:36 AM
CAD_U|CAFKU|E4362|AIQ|20150324175029|FKU-2|||//3/29/2015 1:01:37 AM
CAD_U|CAFKU|E4368|AIQ|20150327121149|FKU-2|||//3/29/2015 1:01:39 AM
CAD_U|CAFKU|E4371|AIQ|20150313161952|FKU-2|||//3/29/2015 1:01:40 AM
CAD_U|CAFKU|E4373|AIQ|20150316140844|FKU-2|||//3/29/2015 1:01:41 AM
CAD_U|CAFKU|E4383|AIQ|20150326090357|FKU-1A|||//3/29/2015 1:01:42 AM
CAD_U|CABEU|E4673|AIQ|20150119155153|BEU-30|||//3/29/2015 1:01:43 AM
CAD_U|CABEU|E4677|AIQ|20150313064236|BEU-30|||//3/29/2015 1:01:44 AM
CAD_U|CABEU|E4691|AIQ|20150311154559|BEU-30|||//3/29/2015 1:01:45 AM
CAD_U|CABEU|E4693|AIQ|20150324133027|BEU-30|||//3/29/2015 1:01:47 AM
CAD_U|CABEU|E4694|AIQ|20150325194519|BEU-19|||//3/29/2015 1:01:48 AM
CAD_U|CASLC|E51|AIQ|20150320191052|D-15A|||//3/29/2015 1:01:49 AM
CAD_U|CASLC|E52|AIQ|20150328162610|D-12A|||//3/29/2015 1:01:50 AM
CAD_U|CAMRB|E5392|AIQ|20150328183059|B-11C|||//3/29/2015 1:01:51 AM
CAD_U|CASLC|E62|AIQ|20150327212120|A-24C|||//3/29/2015 1:01:52 AM
CAD_U|CAPSM|E63|AIQ|20150328183314|A-32L|||//3/29/2015 1:01:53 AM
CAD_U|CAPSM|E64|AIQ|20150328201047|A-32M|||//3/29/2015 1:01:54 AM
CAD_U|CABOB|E8965|AIQ|20150327112803|CR-18A|||//3/29/2015 1:01:56 AM
CAD_U|CABOB|E8991|AIQ|20150327170408|CR-18A||OUT|//3/29/2015 1:01:57 AM
CAD_U|CAATA|EATA|AIQ|20150326143834|T-13E|||//3/29/2015 1:01:58 AM
CAD_U|CACAY|ECAY|AIQ|20150327194349|B-7B|||//3/29/2015 1:01:59 AM
CAD_U|CASLU|ECC-S|AIQ|20150316065335|A-36C|||//3/29/2015 1:02:00 AM
CAD_U|CACMB|ECMB|AIQ|20150203070006|G-16B|||//3/29/2015 1:02:01 AM
CAD_U|CACMC|ECMC|AIQ|20150323135226|A-5B|||//3/29/2015 1:02:02 AM
CAD_U|CAFIV|EFIV1|AIQ|20150328184458|E-7G|||//3/29/2015 1:02:03 AM
CAD_U|CAFIV|EFIV2|AIQ|20150305114354|E-6D|||//3/29/2015 1:02:04 AM
CAD_U|CAFIV|EFIV3|AIQ|20150328181158|N-12D|||//3/29/2015 1:02:05 AM
CAD_U|CAGUA|EGUA|AIQ|20150326130143|GUA|||//3/29/2015 1:02:07 AM
CAD_U|CAHCF|EHCF|AIQ|20150311151739|G-10A|||//3/29/2015 1:02:08 AM
CAD_U|CALPF|ELPF-CUY|AIQ|20141210102633|SBC-41|||//3/29/2015 1:02:09 AM
CAD_U|CALPF|ELPF-PC|AIQ|20150307145237|166-K|||//3/29/2015 1:02:10 AM
CAD_U|CALPF|ELPF-PV|AIQ|20141210102633|LPF36|||//3/29/2015 1:02:11 AM
CAD_U|CALPF|ELPF-PZ|AIQ|20150323151343|K-23A|||//3/29/2015 1:02:12 AM
CAD_E|CASLU15004376|CASLU2015003056|S HWY 101  /E EL CAMPO RD|20150329010212|MTCH|MED, T/C HWY-HIGH SPEED|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD |SLO_CO|||715_B_6||||T6645|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/29/2015 1:02:13 AM
CAD_E|CASLU15004376|CASLU2015003056|S HWY 101  /E EL CAMPO RD|20150329010212|MTCH|MED, T/C HWY-HIGH SPEED|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD |SLO_CO|||715_B_6||||T6645|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/29/2015 1:02:13 AM
CAD_U|CAFIV|T6645|ENR|20150329010213|E-7G|15004376|MTCH|CASLU2015003056//3/29/2015 1:02:13 AM
CAD_U|CAMRB|EMRB|AIQ|20150310112825|B-11C|||//3/29/2015 1:02:13 AM
CAD_E|CASLU15004376|CASLU2015003056|S HWY 101  /E EL CAMPO RD|20150329010212|MTCH|MED, T/C HWY-HIGH SPEED|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD |SLO_CO|||715_B_6||||T6645|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/29/2015 1:02:13 AM
CAD_U|CAPRF|EPRF|AIQ|20150328211305|R-14B|||//3/29/2015 1:02:14 AM
CAD_U|CASBC|ESBC321|AIQ|20140914145319|SBC-21|||//3/29/2015 1:02:15 AM
CAD_U|CASBC|ESBC322|AIQ|20140914200212|SBC-22|||//3/29/2015 1:02:16 AM
CAD_U|CASBC|ESBC341|AIQ|20140413225430|SBC-41|||//3/29/2015 1:02:18 AM
CAD_U|CASBC|ESBC41|AIQ|20150224095529|SBC-41|||//3/29/2015 1:02:19 AM
CAD_U|CASLO|ESLO|AIQ|20150327173102|A-16D|||//3/29/2015 1:02:20 AM
CAD_U|CASMF|ESMF|AIQ|20150327110511|R-4A|||//3/29/2015 1:02:21 AM
CAD_U|CASMR|ESMR|AIQ|20150328101256|SMR-3|||//3/29/2015 1:02:22 AM
CAD_U|CASMV|ESMV|AIQ|20150326143946|K-13A|||//3/29/2015 1:02:23 AM
CAD_U|CATEM|ETEM|AIQ|20150328235104|T-5B|||//3/29/2015 1:02:24 AM
CAD_E|CASLU15004376|CASLU2015003056|S HWY 101  /E EL CAMPO RD|20150329010212|MTCH|MED, T/C HWY-HIGH SPEED|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD |SLO_CO|||715_B_6||||T6645,B3412,ME20,R20|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/29/2015 1:02:25 AM
CAD_E|CASLU15004376|CASLU2015003056|S HWY 101  /E EL CAMPO RD|20150329010212|MTCH|MED, T/C HWY-HIGH SPEED|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD |SLO_CO|||715_B_6||||T6645,B3412,ME20,R20|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/29/2015 1:02:25 AM
CAD_U|CASLU|B3412|DSP|20150329010225|A-22B|15004376|MTCH|CASLU2015003056//3/29/2015 1:02:25 AM
CAD_U|CASLC|ME20|DSP|20150329010225|E-19B|15004376|MTCH|CASLU2015003056//3/29/2015 1:02:25 AM
CAD_U|CASLC|R20|DSP|20150329010225|E-19B|15004376|MTCH|CASLU2015003056//3/29/2015 1:02:25 AM
CAD_U|CATEM|ETEM1|AIQ|20150323135349|T-5B|||//3/29/2015 1:02:25 AM
CAD_U|CASLU|FINV|AIQ|20150328145052|A-36A|||//3/29/2015 1:02:26 AM
CAD_U|CABEU|GAB3|AIQ|20150323071432|BEU-30|||//3/29/2015 1:02:27 AM
CAD_U|CAMBHP|H3810|AIQ|20140910164440|B-11D|||//3/29/2015 1:02:28 AM
CAD_U|CASLC|HM1|AIQ|20150326224638|D-12A|||//3/29/2015 1:02:30 AM
CAD_U|CAMBHP|MBHP|AIQ|20150301152356|B-11D|||//3/29/2015 1:02:31 AM
CAD_U|CASLC|MCI21|AIQ|20130804012852|A-22A|||//3/29/2015 1:02:32 AM
CAD_U|CAMRB|MCI53|AIQ|20130804012954|B-11C|||//3/29/2015 1:02:33 AM
CAD_U|CAPRF|MCI8150|AIQ|20130804012931|R-14B|||//3/29/2015 1:02:34 AM
CAD_U|CASBY|ME15|AIQ|20150328202211|B-15A|||//3/29/2015 1:02:35 AM
CAD_U|CASLC|ME22|AIQ|20150328181249|N-3A|||//3/29/2015 1:02:36 AM
CAD_U|CASLC|ME42|AIQ|20150328155727|I-11A|||//3/29/2015 1:02:37 AM
CAD_U|CACMB|ME5791|AIQ|20150328210549|G-16B|||//3/29/2015 1:02:38 AM
CAD_U|CAFKU|MIR2|AIQ|20150323074121|FKU-2|||//3/29/2015 1:02:39 AM
CAD_U|CASLU|MKU34|AIQ|20150324085437|A-10B|||//3/29/2015 1:02:40 AM
CAD_U|CASBY|MR15|AIQ|20150328202209|B-15A|||//3/29/2015 1:02:42 AM
CAD_U|CAMRB|MRBDUTY|AIQ|20150309080308|B-11C|||//3/29/2015 1:02:43 AM
CAD_U|CACMB|NCOR|AIQ|20150328191451|G-16B|||//3/29/2015 1:02:44 AM
CAD_U|CAOES|OES271|AIQ|20141126111751|A-16F||OUT|//3/29/2015 1:02:45 AM
CAD_U|CAOES|OES272|AIQ|20150304084811|E-6D||OUT|//3/29/2015 1:02:46 AM
CAD_U|CAOES|OES273|AIQ|20150327173326|E-19B||OUT|//3/29/2015 1:02:47 AM
CAD_U|CAOES|OES274|AIQ|20150302155012|B-11C|||//3/29/2015 1:02:48 AM
CAD_U|CAOES|OES275|AIQ|20150321064115|T-13E||OUT|//3/29/2015 1:02:49 AM
CAD_U|CASLC|P22|AIQ|20150328201331|N-3A|||//3/29/2015 1:02:50 AM
CAD_U|CASLC|P34|AIQ|20150307172754|O-3A|||//3/29/2015 1:02:51 AM
CAD_U|CASLU|P3423|AIQ|20150328121517|A-36F|||//3/29/2015 1:02:52 AM
CAD_U|CASLC|PCFCOVER|AIQ|20080119151539|A-36A|||//3/29/2015 1:02:54 AM
